Trade balance (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Mauritius,,,,,,,,,,,,,,,,,-6.85893969656828,-10.5949598122334,-12.2846002552838,-11.7047533266782,-10.2135018463619,-10.4175918039148,-2.8027242806541,-0.358909000869177,-3.33556896127964,-1.8876048589264,6.63203632582037,2.04738081970977,-4.9403715787012,-7.2963889414842,-7.19827586206897,-3.74355025544594,-3.24233274162481,-6.03904098885928,-8.73789324403867,-2.4243143270857,-0.686696434285524,-4.881221208856,-0.831654827608555,-3.48086384421723,-0.558648819466085,5.92298608490718,3.03630820279108,1.29054756069224,-2.37190787629335,-6.00329160967839,-11.2932101508182,-9.30704768909529,-13.1654914701563,-9.37908221623741,-11.3471789622011,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,-3.15424809823484,-2.203715991017,-1.53750094185334,-1.63572740050761,-2.22144833162019,-1.88931457583031,-1.54173643122867,-2.14200941975234,-2.31543553796736,-1.72261109567123,-1.90190050496161,-1.07885333186398,-0.770107299728276,-1.0529586926337,-2.16448291821291,-2.72551297223089,-1.37744249812341,0.09688185458994,-0.568700776192192,-1.26199038871604,-2.26861977532584,-2.52698124080659,5.01553605606413,9.58139745328819,7.82849258710472,5.08104457750869,3.90649699814416,6.11228557479354,1.39004401088052,-0.064790167373974,-1.10459743377998,-2.90758110774136,-5.03374656352224,-3.92607062421473,-4.81464093687487,2.6589419444686,2.05757269181394,-0.106576807144051,-2.11977469797689,-1.61904559168495,-1.99416057744046,-2.21492580418424,-1.81652564620513,-1.46141988226929,-1.76838630979474,-1.45164084043673,-1.24740091038512,-1.58038212967282,-2.23287687513785,-1.42593429303044,-1.44793334904123,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,-80.9389671361502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.33345000583363,-1.54440154440154,-1.68158287689447,-8.60101561745244,-5.87435568752522,-8.61211566365184,-18.6498898470635,-19.4992781709526,-26.5099567247078,-15.3333013893677,-25.6538972388805,-23.6813811287367,-25.1934903562525,-33.7654336639835,-31.2935937459854,-40.5274471474444,-46.6417076125778,-49.6883832363168,-52.7844858227814,-36.6192288598378,-38.6351932525157,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,-47.1628622807905,-38.1988124085619,-35.813596710511,-35.8920154492789,-41.4768399902728,-51.214899552723,-41.458961621109,-37.5735201619161,-31.3905958257007,-22.0724919615691,-28.4668674743431,-7.4296604544469,-11.0776798603829,-9.89590808126009,-1.0209145201285,-6.92542442246392,5.34124116862506,-11.6641817525901,-11.9244573152805,-13.8931068229406,-15.1816448948599,-17.064021157272,-15.5952944487495,-9.7537683957192,-4.84269230190268,5.95654705953102,1.34847043945984,-13.1639415665048,-7.25775851001092,-7.65196370841694,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.2952184434817,-23.5626592541116,-24.5217263436512,-16.376200251639,-16.0653970535393,-17.5268319559229,-37.8437702168552,-43.5812544403643,-55.176641574905,-33.1127812152902,-28.06026969881,
Morocco,0.873024710292167,-3.02409341403596,-3.07257866739503,-2.15661389618329,0.353079737654656,1.27345844504021,-0.412201154163232,-2.27036844836534,-1.57052250075506,-0.454570052492018,-3.94236052145247,-2.77260124539794,-0.64896123366888,-1.26930878452177,-0.635957066189624,-10.8730878031364,-18.8143356313155,-20.4252326118848,-13.6974652790369,-12.854471898522,-9.35321948980969,-13.1298692542352,-12.7174289654103,-7.88762047432642,-9.77035901407184,-8.00536564461042,-5.77313432774084,-3.4193610335044,-0.256213782699766,-3.76835160564924,-5.41012446011527,-4.43599696980201,-6.41579340624054,-5.75006891415762,-5.85512742072162,-6.60502729835074,-3.90499399072712,-3.76886766226166,-3.69369252182057,-3.31699904253162,-5.36909510118689,-2.53071045632994,-2.10876778634386,-2.82838701021548,-4.9537142461115,-5.6015115249991,-5.47767015851901,-9.1155594933258,-13.391150087901,-10.9883418504224,-9.91558310720108,
Mozambique,,,,,,,,,,,,,,,,,,,,,-16.4974652865214,-15.8048347727775,-17.9007783591754,-16.6463875505552,-14.2143069474702,-8.6065145224808,-9.50164709208915,-24.7438836807624,-29.2266485191044,-30.4254502369848,-27.8940847035964,-24.7396764212191,-30.8893086826237,-34.3202907377002,-33.9294257824969,-25.443033828145,-14.6640741555879,-11.2564687004113,-12.3068639194384,-20.550038763054,-20.5000043944162,-15.0995545689831,-21.5116881119628,-18.7341807465294,-10.9104733080748,-12.2166619917575,-8.86362291279279,-9.79962627669045,-14.0859559399842,-18.3020352850835,-17.9761747059792,
Myanmar,-0.996551173513588,-1.08990009072217,1.50009733716245,0.61539991610736,-2.25895141979645,-5.88929858743989,0.093184263956519,-1.80553834384108,-2.58002170449871,-2.02723042512478,-3.52826301201124,-2.56778763121441,-2.38581394455703,-0.204516402804512,-1.98976656250787,-1.17561868101892,-1.26153012711235,-4.2778038404875,-7.2169812171354,-4.83401132430992,-3.84366686912033,-6.28731820895522,-8.72444003207079,-3.66096247494002,-3.55990076196743,-3.99363945439631,-2.56996665355875,-3.50956324577913,-1.72474836972312,-0.225402422641372,-1.69157319861473,-1.29056157736731,-0.711843515519776,-1.02561412652673,-0.619132900892836,-0.87129937542271,-0.794338240864668,-0.707363674610923,-0.630087664370695,-0.42103436940721,-0.095309615224154,-0.057151359796555,0.089684823176905,0.009343473875077,0.059015771573938,0.067462835009866,0.07393448597553,0.06674633431883,0.025108362767815,0.046706057919641,0.026271391422452,
Namibia,,,,,,,,,,,,,,,,,,,,,7.81527531083482,-23.1308411214953,-19.2543411644535,-17.0777105630526,-15.3461217681401,7.6158940397351,5.32951289398281,-13.6329017517136,-4.89770613763174,-2.9701230228471,-15.4908732116428,-14.7195582679454,-14.7411343136044,-4.7839174371103,-2.83190439075084,-6.17818353533764,-8.01412297648391,-10.0113426064116,-12.0442812283783,-10.7571069425643,-3.66820276497697,-6.50073685934174,-2.07169065763477,-9.0821359639717,-2.26575130626304,0.140762717370119,-1.70837343599615,-1.31119021922972,-6.68783783783784,-13.3257081169999,1.10959581522795,
Nepal,,,,,,-6.15851495685289,-3.11188296461405,-0.077942321903615,-0.655234891146647,-3.20601129682965,-3.39872262773723,-3.72566553695955,-2.25672668424983,-3.76166098051719,-5.09837671848602,-4.46563278362208,-3.40347175092816,-2.52893481481482,-4.90066844903135,-4.18185995644209,-7.19027079365594,-6.71622712452908,-7.21569575131194,-11.0841236018957,-8.79664958318858,-8.47035672519641,-8.64044217931232,-9.09333897031191,-10.9346995032897,-11.2157187825561,-11.1341359170728,-11.6935525561183,-9.77596087860739,-10.3236529638779,-12.4441968766309,-9.5442004396166,-12.8226184449989,-11.3798647478014,-11.0654988449201,-6.87003707212106,-9.14258158360739,-10.7293700542898,-10.7564594519886,-12.8481546265879,-12.7818961935653,-14.8955738939825,-17.8687599757829,-18.8679452672132,-20.7322676906252,-22.2456690076342,-27.2974601183543,
Netherlands,1.90039802826878,0.150985188203674,0.413200664913957,-0.679910470831509,-2.07356702011911,-0.174891931455922,-0.905864264840581,-0.424452052057862,0.445019553807998,0.284482963314733,-1.18643775937183,0.506790076625446,3.26138503854857,3.86241330177459,3.90967167455297,3.67611320895801,3.43832967321118,1.25670671805335,0.340610435574868,0.119471947194719,-0.112207295313659,3.92093079992797,4.33105836584625,3.34687802175118,5.26134109585512,4.24195949747793,3.51540406359826,2.26075620545706,2.48258240041177,2.97554684141273,3.80871078423325,4.12394366197183,3.78681992851259,5.42872980620478,5.63079214474846,5.6813677475996,5.28060546355804,5.6706317551872,4.68018892910744,4.21058900601513,5.54694229112834,5.78718024885478,6.52129987489628,6.28164673075512,7.37340792859702,8.52442604015917,7.73875634931213,8.21917089474319,8.30892829207325,6.79074490716018,7.46583188027477,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2246871101328,-15.7092231383591,-17.9709133291494,-17.1541639717072,-14.8656233502393,-10.8240016036912,-12.4009630499728,-11.7279392759009,-17.3887632672477,-19.9094000785275,,,,,,,,,,,,
New Zealand,,,,,,,,,,,-3.06887350736172,0.750637383091324,3.01465338458842,0.065908608719463,-12.5378804214434,-7.1058999581209,-2.69723614929594,-1.7116586505856,0.658115511629984,-1.67341263548135,-1.21106837978003,-3.20805821226609,-3.22254711916995,-1.52212070766914,-3.19871067102243,-2.88989879969307,-0.208551253832187,1.50848465113674,3.40151089209632,0.041599815406565,0.250603650562019,3.01273583493864,2.4023058596388,2.89091357191609,1.86257657525522,0.795629403851378,0.589418731640882,0.41916244493069,0.288763919542554,-0.74268037813841,1.66844590134931,2.32595013763507,1.87832409164772,0.353118364661816,-0.66300296364575,-2.21849469224824,-1.40943147674674,-0.844313015195264,-1.29369002691788,1.45593136929325,1.52565666548279,
Nicaragua,-2.51604499722536,-1.15143115500895,-2.47196525335739,-1.41821712451277,-1.62601946547757,-3.10656024562079,-7.00543862368813,-8.58223560820979,-3.70742907624606,-2.7942223636375,-2.45948526478735,-2.23988974479714,5.64718921755216,-9.59242531257789,-13.53240047548,-8.89697192547797,1.15267859874729,-5.33516142712966,3.16040676594931,13.8922174598334,-19.0395613120152,-19.4368310913963,-10.0764048912586,-10.5923122845087,-13.0077725625366,-7.06006186928234,-8.05528922481969,-1.98968361150858,-40.2893266250624,-32.6554639362917,-21.3940899112881,-30.684005705818,-36.0151717983043,-27.430113028513,-16.5755796954771,-15.551430961368,-19.2358088736714,-24.8036262282159,-23.7797087648296,-32.5862373240297,-27.2167280589366,-25.6892809938483,-26.3001008081383,-26.8547656899376,-27.3642552378168,-29.5916424292977,-30.3034232971784,-34.170566858517,-37.9837576199445,-25.7782099627966,-28.2945928277069,
Niger,-0.304932352063292,-1.5841077294673,-3.66421726286254,-1.01112027721397,-4.83198025556614,-4.53071744489016,-3.6330393426231,-5.9452834571677,-6.33512819848562,-7.1153829305952,-7.32830814277691,-3.23322347182609,-6.28090144253701,-8.22024910104666,-16.7024174221394,-11.7471247919359,-12.0741668615095,-9.68692843060405,-5.29805306701401,-8.33004574194718,-13.5471694753583,-12.0528881833008,-15.1282049254407,-6.08353822672614,-4.05638323193985,-12.1446238909915,-0.682439284785014,-4.38086592872992,-5.28562965021416,-6.70214231934666,-6.94403367195864,-4.67699089478651,-1.0815556035377,-2.45520013232268,-10.3477372334867,-7.15615711355662,-6.51561812398185,-7.64801920633923,-8.55526939580585,-6.49444673926504,-7.89597000937207,-7.69284712482468,-8.91062929666843,-9.15905511810447,-9.9516369047619,-9.18100328489505,,,,,,
Nigeria,-7.68345064404662,-7.11475641772786,-5.29121781507604,-4.7581302893063,-6.21106637314476,-5.12380543838326,-4.20862834777255,-6.33374589678739,-5.80888290713324,-4.03899721448468,-2.80644981308933,-2.79507296104247,-0.827389960760148,0.568089065917921,10.6100795755968,-4.49283952339031,-5.70646665315224,2.3495608158404,-4.20963581394059,5.75386838180462,10.1790346080872,-4.05075724222183,-5.96712333070275,-3.915896850063,1.89787407873224,3.65890463409578,-3.40258905587036,3.93901823024292,1.09540563056395,7.53837024225455,14.6214466863876,5.88101194915324,1.73784868653409,-3.07873625010338,0.993919758924342,2.10331302898211,20.7001797493707,7.20075274241738,-4.54201571346958,-4.23496255235663,21.9491129531299,10.7055309316418,-0.686047303438807,2.26277994552286,12.8941619647097,15.4907572563871,15.1380988624004,15.0805859932266,12.2585518047961,8.21859733050508,6.47990326215791,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,-1.09158399811924,-2.18135940483074,-1.73983954086252,-1.44430004851243,0.353606067573199,-0.299913258375477,-0.838571727842318,-1.11377960377464,2.2458299200464,2.3784341262406,-0.626862717064963,-2.55915725991992,0.762470580976139,-0.387365217863824,-2.70882028962145,-5.83836117002215,-8.44378963419346,-9.19797836576943,0.365632228698399,2.35544348701838,6.09314326751362,7.28687154786089,5.12244979758708,7.89401882856982,8.88147340050055,7.35004489240305,-3.45003958717236,-2.25184509694686,-0.594719601516397,3.54240625494057,6.36462041399505,7.88602175765443,6.73624193228766,6.3952198382914,6.07084376888213,6.16585951155191,8.9482075801388,8.21140572296558,1.82933459609246,7.34739516907901,17.1086831186261,16.9421043967448,13.3820441987147,12.9322868155465,13.4000680050114,16.2452326731182,17.209043832977,13.6670070172928,17.2563218920636,11.4023641697209,12.388505825479,
Oman,,,,,,,,11.340206185567,55.4002541296061,62.7,54.0262172284644,33.6530775379696,15.625,12.6328217237308,25.9630959205261,16.8599466419127,16.3632137016591,14.2585633448499,9.59324741579318,20.3489694833912,25.0036211219766,26.5983280208035,15.3943419233395,15.5845109296372,12.7014364785342,12.6450440157193,-1.67994904340168,19.810885685522,8.65250426422701,,19.6309733134501,8.32416070254904,9.16894671602626,4.99625280727189,8.21371770723434,8.47920709193419,14.0442265317969,11.4459315083141,-7.75504978315076,11.1248111319524,27.8301392451695,21.1459487344234,21.2868076274484,17.03489074007,12.5540212922947,27.3752419422705,24.7827008691965,16.5601142076842,21.4015802129852,11.1542730299667,,
Pakistan,,,,,,,,-8.9411381958826,-5.61168587418577,-5.20090999749816,-6.90115972848311,-5.64762547696206,-5.20817689888749,-2.77680355566096,-7.09674917585291,-11.5388003557412,-8.65240869339242,-9.73617768131177,-9.23844334955057,-12.0646610389815,-11.6126320020751,-10.6951464086367,-11.8189039871224,-11.0590581076309,-11.555746705653,-12.3908293154987,-10.7658551428644,-7.76879675836167,-8.08376193450989,-7.86384826132018,-7.83288110993523,-1.56079722717276,-3.16925599317626,-6.13439496609632,-2.76201969887977,-2.71281436201513,-4.52392328361884,-4.68835965065445,-1.04214282940004,-1.61296415472613,-1.24695807309302,-1.05245455147934,-0.090395525904326,0.593439066971201,1.03367029631705,-3.87429916880289,-7.98876587996781,-7.14861639106252,-11.0321396493146,-7.53694517787976,-5.21145097480975,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.1265279351261,-13.5838255448691,-32.2763381506317,-37.8320782501467,-48.8990623392169,-54.0807556167574,-53.9531679224117,-44.4323218547562,-61.9271269330749,-96.459291023919,-28.4085804132974,-25.4171026746474,-9.44690698129196,-10.2575621443546,-3.59353081937454,-14.10857266911,3.6861871458223,-19.4718134146322,,,
Panama,,,,,,,,,,,,,,,,,,,,,9.43232816313676,6.56201451526886,12.3218670640334,14.8367709887774,9.18473258523784,9.06886338393188,9.62466822238452,8.77392121738822,16.5945225151298,8.68542199488491,8.17962809606264,3.86320455984801,3.8049206492607,4.42593792656528,4.79059724071943,2.62708541505926,1.25400928975231,4.40003966679889,-1.92819574662703,-1.19759433674048,2.75633578589562,6.7973745500741,5.17421205306216,5.05520675470881,3.70117001544505,6.43206787069908,7.23697263231604,7.25623926442356,5.79020013802622,15.9252964266926,-3.93095798577333,
Papua New Guinea,,-12.0311070448307,-11.7066895368782,-13.5551948051948,-15.9941305942773,-19.9479336153596,-23.3457462045259,-22.2616578673449,-21.214215058715,-26.9809125971865,-35.4614772049461,-36.8686828894999,-17.0408792466507,10.0579421429385,7.04294216436061,-6.18544881025344,0.992817006124052,-1.29380057096775,-3.48321943041714,-0.110249658792124,-10.1399292339311,-20.5032215084463,-23.6622437685799,-17.2555413545752,-13.7027574157629,-10.3254825332097,-7.77514277152565,-6.50597254127925,-8.67164981467234,-12.0990238040516,-8.32195565958,-9.89016907033504,2.14776301207672,15.6972324382076,13.7665508971291,17.3379921969902,11.0056635483543,-0.892928902802423,5.2220477549094,10.2299254100008,16.9348806735582,13.0795677161699,2.91251057625413,15.3868634683973,13.2451879838795,9.5608690503485,16.2928600612689,12.8135631687445,12.7335285230063,0.803712497305937,2.77108283636514,
Paraguay,-0.034662800865705,-1.15120701973242,-2.04780991880036,-1.41461883225808,-2.07975181153522,-0.794748342729972,-2.89685946006331,-3.40896921701957,-4.41645235046362,-4.62385700831928,-1.20393894116354,-2.56759285166431,-0.072239772596521,0.693575761549631,-2.26880435455663,-5.45896497897272,-3.37834993592018,-2.98734430936754,-3.69434064182983,-5.49784617351861,-13.3938972467647,-11.6423502810078,-7.60987592520042,-0.146680963197381,-6.19203289803888,-4.22364885278974,-5.48347576518943,-8.56701339913706,-2.49012000058761,3.6650473701126,-6.245721611269,-8.04385996691181,-10.5121920953031,-10.9375234537222,-13.3643771114865,-11.8204547269826,-11.8724558154849,-14.7805629701045,-9.48728903940826,-9.87190223489738,-10.7401025883814,-9.66764463721524,-4.93338139980155,-3.78030211898225,-4.03689517797227,-4.41535135429597,-4.5394688583756,-2.99435461882048,-5.18184379841533,-5.06671110662909,2.14082856883761,
Peru,-0.060990794217285,-1.42954420949311,-2.04741520247803,-3.21709125498478,-0.294107085625753,-3.41246169879898,-3.69905932196255,-4.87938591904844,-0.78667316748021,0.661431305989633,1.89285687037877,-0.960614831015867,-0.664355619862059,-2.07629213794416,-7.43152745950882,-11.0910730904683,-8.17725081086281,-6.82485094566371,0.673224529628358,8.6530469485046,2.98247368008539,-3.60394537177542,-3.01526688706389,0.211844683091526,3.94015507956602,6.51063784610158,-1.38311778612154,-1.74940529144205,-3.77115919082214,0.133961138317592,1.92910628309565,-1.84069228016955,-2.84271790615085,-3.82606456384329,-3.44805044853871,-5.65833885708766,-4.8547995828943,-4.22311880268996,-5.3960002086811,-2.42298018111487,-2.15481743874682,-2.14203352337957,-1.230654297267,-0.077076303605462,3.63895708301142,5.92246641032889,8.6749842892652,6.67321228077408,0.181979467949791,3.58124918842605,2.86015054570132,
Philippines,0.472196095107685,-1.43246546402531,-2.28697092233701,1.66341507189851,-0.306215248313197,0.424459477384268,2.14647479700941,-0.64004192087435,-2.58756494050612,-3.04881737341964,0.531564825596112,0.039875755540631,0.211155750724096,4.87794137075584,-2.33149820941793,-6.09170912459472,-5.92165771827908,-3.0670122584238,-4.26968173202829,-5.07589945786102,-4.89848163479645,-3.33776047955227,-5.80149254201912,-6.74141168374079,-1.04903704805322,2.12211239012176,3.95377138943679,0.420789613980819,1.45373644551554,-2.15647840387965,-5.76781154007892,-2.9904383855591,-4.89841730919627,-8.4472453248891,-6.30816831390747,-7.82396819225678,-8.78664150922547,-10.3373533991857,-9.1337855757291,-3.93084379203956,-1.99127227797733,-6.85523699342836,-8.94106995831118,-7.5352230690984,-5.49722367064521,-5.60457965664408,-1.78471213620434,-0.097812380331011,-2.45818551372225,-1.12567767024515,-1.81290536360195,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53417937253094,-1.75069962822823,1.40726534357581,0.895637461286922,1.96610329255565,2.15258790944838,-1.43098599551175,-3.92662893201359,-4.83156987329049,-5.91207893187199,-6.42200602382123,-3.66474080383394,-3.46311673085342,-2.6907238992547,-2.35079574879561,-0.741176159511523,-1.8066452773551,-2.87396419080899,-3.96994900551343,0.075109836038727,-1.20803017178644,
Portugal,-4.8718602955492,-9.10887341314617,-3.70118000772166,-4.00647150623955,-3.24283544148275,-3.46447039660689,-2.88055199559288,-1.50215493213328,-3.5742630473082,-3.09851101332193,-5.26311329584085,-5.65092582655302,-3.80614614061124,-5.64343061428416,-12.2754416038213,-9.91120544988396,-10.7403724202004,-12.0380395393428,-9.95048752142162,-8.69698074883344,-11.7518240036186,-15.4148399491158,-14.8858563602034,-10.2421889709388,-6.42090734995965,-3.33136511509839,-2.28147853698457,-5.22583509996022,-8.32445587178988,-6.30607664323655,-7.100200401051,-7.6464020522849,-7.75108689965882,-7.31986640479572,-7.26577252435686,-6.73126072251081,-7.1648259696513,-8.14921810968116,-9.256408746427,-10.3282111958902,-10.9908425354372,-10.2468113966495,-8.30366772239249,-6.80078370856413,-8.31785684386773,-9.41318621340557,-8.68643514610016,-8.00062839890574,-10.0723850192257,-7.40726014162309,-7.17315519623205,
Puerto Rico,-19.8593323769079,-14.7498887008682,-18.2823536144946,-15.5135462735715,-18.9192424693923,-21.1658535424113,-17.9475039272636,-15.0422493731245,-15.0392568866177,-16.5332796544657,-18.4463546618533,-22.0748417471452,-21.2608629105222,-17.9255426532499,-15.839060587133,-25.6916003122561,-23.5042270287329,-15.671636008176,-12.9359635413801,-8.34117864567287,-7.44730685469473,-4.60838835821781,1.71853908388032,-1.94193465025415,-2.21160408680889,-1.64619662624878,3.3200692889862,1.55247195771915,1.41567067649621,1.52440040492248,,,-23.0467941461837,-23.5592335296906,-24.255715459076,-24.8813694812461,-26.2053823487896,-28.0725299354598,-24.2550807596734,-26.7545512698605,-22.8643086587425,-19.3979319627333,-19.1672230483012,-18.5046400115466,-17.7900629657686,-18.2312588683529,-17.9537741926124,-16.8870273885856,-15.9033731185013,-14.5892309114245,-14.3929753117842,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1015894335014,1.00938428153412,3.94226348971609,12.1145803691599,11.1331363146096,34.3486067699674,44.9540574822882,36.8170426065163,32.2158220305318,33.2302160792874,36.15674166074,34.3348269567104,27.2356136016857,22.8725593927868,23.4666607112282,15.5278600570055,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4533162373237,-3.93393529651981,-8.40741723611756,-4.97110005137045,-2.06436301706927,-5.59627516996458,-8.42796107432018,-7.06353571789477,-8.0267664716327,-4.83238964922932,-5.20880510475726,-7.6753179030394,-5.67818182780133,-7.50663639116795,-9.10761189249953,-10.3598696838794,-9.0787796855016,-12.1279479796444,-12.7881930871361,-6.92117054577581,-6.27076856838992,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890051520675409,0.217324527786403,0.286021175831247,14.0678590215676,7.710745729112,4.56304543593942,3.39516975848792,4.22352823986453,2.20277481323372,6.67021600243383,17.0467739260242,20.0271024967148,12.67610358245,10.7909889619882,11.3716945436654,12.2539297122951,13.6928834394869,12.7275490206393,8.6219982236595,9.23665462624014,7.58642748938151,8.34061115013697,
Rwanda,2.35294072090963,1.63934405589898,-3.51999978373121,-6.718752,-0.615384639621303,-4.83871034339239,-8.7187978825302,-4.90097794042664,-6.39953550127946,-6.67726418728115,-3.72896876823374,-6.65766993056884,-7.9735679878282,-1.84426184789033,-9.17016051306253,-8.5275650627118,-4.81655387825737,-3.39243370460948,-9.01912182376842,-1.70531509769324,-11.9455512675904,-11.9292243657496,-12.5979320514017,-9.17722236420739,-7.03282571502564,-9.10488199707103,-7.57019893971789,-11.6911761403027,-10.983727899985,-11.1491951266551,-8.45494056356676,-10.7387648974398,-12.6946306520701,-15.3285150726096,-58.4904563942018,-20.6705893219883,-20.1673257691454,-17.8727817772124,-17.6243364387952,-17.2739950528399,-16.9634554886085,-16.0988897598078,-18.150929322048,-17.5720265083848,-13.6389000473827,-13.7874024464252,-14.2261086587665,-14.5724927349248,-15.7553240900084,-17.3751538704743,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,-16.4807930607187,-11.3513513513514,-24.0482822655525,-30.2469135802469,-29.0766208251474,-30.778739184178,-44.4444444444444,-28.0274986779482,-22.5071225071225,-15.5940204563336,-20.5409106470387,-25.0292397660819,-28.0584322647363,-31.3953342076784,-21.5077752226006,-7.32121662340046,-12.7819422623119,-9.88809033502774,-23.4012866773676,-28.974358974359,-17.6954177897574,-16.1935483870968,-19.9343616896808,-26.4449231215234,-22.1747463807425,-24.0935634880644,-21.4698286308772,-10.9689762383068,-11.5128000127793,-15.3006972484097,-17.9973217076215,-25.9414232276945,-25.4312272349513,-17.5116948967117,
Saint Lucia,,,,,,,,,,,,,,,,,,,,-38.7755102040816,-27.2611226472711,-33.6641813847127,-26.0543269541882,-7.38565921948413,-10.653214567595,-9.57415535352622,-7.79527559055118,-11.460174805941,-7.73784485412302,-21.9574756265754,-11.6064560260034,-13.4655788693694,-8.80760119229566,-5.93460195110201,-5.68042528721524,-1.76529925883434,-6.16008370389746,-9.20271356538463,-6.1053440153335,-9.11930344373907,-10.9124440783887,-12.4230476536955,-12.804639468018,-15.7603289348494,-6.3255584310787,-10.7310887974148,-29.5327260352017,-29.6765068904144,-28.2209228997341,-11.1189258698048,-13.135093383529,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,-43.8722757222504,-23.8753775234462,-43.3414866150292,-50.1934532948474,-31.095266389384,-29.8123184950804,-24.3108065532451,-13.8450535749539,-5.72216024673535,-7.00373371938685,-15.6964798749478,-6.84370043997028,-17.3511593900146,-11.0004514537708,-27.0144472700245,-9.05640022379315,-17.8457843080125,-24.0350791203257,-14.3349541921911,-13.2877258587123,-27.5031909919246,-28.8138021953896,-18.9187982679345,-5.42816358664542,-7.86725003959081,-8.1649017039962,-14.5125912162195,-17.1665561250006,-16.7955272122709,-19.0122574053858,-28.218997571641,-32.0683915896435,-28.328888375219,-29.6158551523313,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.7511073376639,-25.2258033271182,-21.2125547235023,-20.6598418925554,-19.9785716879941,-26.4895804672778,-23.3754131178378,-44.5708693900263,-42.6595087395596,-22.6759260809988,-18.5045056535325,-23.5435295058886,-26.5192061815343,-26.6289681295453,-21.3313491108722,-23.6655774071372,-26.8314348593515,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,23.0184309135526,23.24760854446,31.3516319470223,38.1249944178115,45.3461943888685,81.5464473226714,50.199979986486,51.8721125039341,35.5710225762859,24.9131087761533,7.73618442106469,20.6381865538877,36.2068319522236,32.7882032986936,11.638563768224,-9.23024824735251,-10.730300452388,-6.57130456377281,-9.0832872116786,-6.27081815190202,-3.87904980043402,-4.33170541809725,9.02696799692801,1.93045551407107,3.13952612060158,0.904209214861617,7.98063707577244,9.69383800383877,13.4698736945312,13.2062995389691,3.19822006137856,11.5411317022939,18.7502561967146,15.8033850309672,17.4016028939142,22.0032859088695,26.7485893790924,33.0838639842369,31.4083533683094,27.0272125065508,30.68791244598,11.0889682058093,21.3590446123247,
Senegal,2.49644227766711,2.42863009163005,2.18805564630427,-0.387404834402544,-0.755452954938358,0.563737826084455,0.432887934108564,-1.2864847705232,-5.33590290467264,-6.09448009506208,-2.94727497969681,-5.31487321353216,-2.78756449194022,-7.72758479955656,-4.12322109587698,-3.60058699853043,-5.7627483706618,-6.19894856597312,-10.6281991474294,-7.69521739374944,-14.4578549323911,-19.7879177038724,-14.2531321901108,-16.5981652328177,-15.2087379059111,-11.3983488603021,-8.09112017040796,-7.70801162927225,-7.30257403176647,-6.44480629437753,-6.77507206281132,-7.82501724822352,-8.39273916656709,-9.10825078246961,-7.313211215949,-6.46111352967176,-5.78057653615055,-6.23720860010007,-6.56571050843901,-6.99769868459206,-9.2916742681941,-9.0380003526407,-10.4163687255743,-12.1153868557546,-12.9306047262585,-15.582140624733,-17.452721726145,-22.3384319322274,-26.3012965911746,-18.6372993417821,-18.2293338291707,
