"Industry, value added (% of GDP)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Kuwait,,,,,,70.4939919893191,68.0327868852459,63.6467889908257,64.4584647739222,64.3073811931244,67.2025671338964,72.0292382471206,69.5560131147541,69.740044530691,85.342250789904,78.2277032960789,74.9147066690811,71.1450604917123,69.9833503647803,76.0416959852636,74.8559590786276,68.692202755747,53.6934830622057,56.7008107160252,59.116640851107,56.9800657096596,45.97611648716,51.9768699638991,45.3457370269962,54.4260735287572,52.3364485981308,19.9277902982231,42.1951438340798,51.9425167543805,51.5555573439326,54.5532043381809,59.3100344237308,56.8541573888014,47.3373420053383,52.5753447198041,59.1642178046672,54.0295299504719,49.1406384814495,51.008621293895,,,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0213500935566,35.4558331916822,37.7882898192743,32.0028984939582,25.4503865522377,19.5430725629645,18.288848598903,22.8104617383048,22.7638703551632,24.9794573752517,31.3871843772009,28.929884571045,23.3445187069623,22.31564090932,24.132967750348,22.3947622911641,20.0576115407824,19.2861490028915,23.5180828249599,26.5597104150833,27.9690977718893,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4213689141109,14.5083631692246,16.8159556001654,17.7565993960777,17.7433144870024,18.1407370941436,19.2414424247258,21.147570653256,21.0477507996182,22.4988039444578,22.6341794026307,22.8950642550072,23.6965061788183,24.6548237143005,26.4430055823593,27.5290530427198,24.0776106136211,27.4232504722085,26.5799031446663,27.6622359115032,25.4779504831707,30.2018476313398,
Latvia,,,,,,,,,,,,,,,,,,,,,50.9215376513955,49.9753694581281,47.0049330514447,42.3945958537154,40.7067770073809,43.1891394385642,44.3627450980392,46.043956043956,43.3493422426394,43.9149420922726,46.1538461538462,43.948701368682,34.8738022964796,35.0133014369156,31.29245946448,30.3517850154368,28.5714285714286,29.5190661478599,27.57699379453,24.7562325409793,23.5685564464928,23.0679256518226,22.7147455046543,22.3217566267168,22.2605824076854,21.5757092684385,21.9059141675828,23.2539908389621,23.0443052939089,20.6490238286385,21.8087374140749,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8607594936709,24.8607594936709,24.8607594936709,24.8607594936709,26.8828406476538,24.5469376956656,22.7591343205117,23.2864976010966,22.5044854020551,21.9625242641524,21.9749286207817,21.337337091669,20.1885092522004,21.8755564163197,21.7484791273338,23.3622604355111,21.4506822214881,
Lesotho,,,,2.53089570063694,3.97185131195335,5.46395036764706,7.0405423126615,12.4477068278096,10.892659510674,12.2889244587748,11.2505962837838,11.0594602385686,11.9503942982456,12.8727950819672,14.4957604519774,15.0361478439425,21.591356704645,17.5989197231834,26.6226436657682,28.4480380510441,26.5295626631854,24.6343196446274,29.1747306392443,22.8746831568852,24.442239327584,27.2089238109857,26.1281754308202,32.420957501304,31.1951408714818,32.5737984151778,34.397049622775,39.8059696996915,42.646409058506,42.007265704607,40.7695956617443,42.5948428278953,43.3787980711816,49.917270020163,41.6365922078294,46.1556071959295,31.5545154289938,33.6126438545339,34.7783543757329,33.8821802048968,32.4863863719026,33.0926823836612,35.341020114617,35.9164618692423,37.2644277903101,32.8676831814079,31.8667559084929,
Liberia,,,,,37.4024935487792,39.7392900828604,39.9930164284104,41.3150150992846,40.4996939534566,40.3616131757153,41.5433371559713,40.5249970931924,42.8670830658684,38.2833189679874,38.9619502588625,45.150798829105,39.5105903020232,32.6566850748555,29.4285712118678,29.9979024845574,28.1318694525374,33.0038341127238,31.577386428995,30.3847353561338,28.4592939801353,27.7231701144104,27.779469803393,23.2524671052632,23.8659339654147,23.6805280964302,16.8054110301769,16.7528735632184,15.6152125279642,15.0872817955112,14.0695915279879,5.26706231454006,1.88205771643664,10.2399459276783,7.09121246544125,7.19782651768347,11.6241755265227,9.55801101541111,8.0457715829149,10.6289617824964,13.3913041010382,15.7487735058732,17.09,18.92,16.8,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0793393532454,75.1128212885578,68.6022001596488,75.4679785164039,78.5181202999137,76.4180716399116,78.1981946194211,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8623298033283,50.74122236671,42.8599064968564,41.3841810883942,35.5401098619963,31.474332068603,29.9553122371914,30.6346466316166,31.1065046171936,30.1162184793345,29.7794679053638,30.6590675252309,29.6689832222597,31.5696147410913,33.0612338508928,32.8565860186177,32.8615695285844,32.5981692344061,31.5865749665836,26.9495744422651,28.1577633384458,
Luxembourg,,,,,,,,,,,39.6389429399425,36.6393139219673,36.3707895459367,37.5606813544778,39.3547446014508,32.1496802336961,32.764609341366,30.4977879196587,30.7298898780665,30.6281313064257,30.0814590325265,29.4158455176273,29.9104818006067,29.269303133439,29.6301621829542,29.7180264731406,29.6241204195532,27.5235346199404,28.0428273725371,28.5821287453616,27.2178566561876,24.7082182482349,23.9441083709008,22.3540824141178,21.774357328817,21.738049447536,20.1956215379034,20.9316660796055,20.9236575303035,18.9400526159317,18.3530886594576,18.581364376264,18.4308009395512,17.9894384836865,17.7100857492854,16.6115079746172,15.5168972749075,16.1799853285691,14.2314634201027,12.447790333077,12.8237038171614,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5747823724474,19.1821374522013,17.1707438930821,16.0017192731911,14.7257146431476,14.185718148226,14.2929517882813,15.5377912465541,15.6583155978959,14.7167292529028,13.0032640187773,12.1726538492916,12.8468677014654,12.1154001211163,15.2391565355554,19.8441509187985,19.2201788594435,17.2927343564536,11.0392026636523,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4919798042983,35.5898660685861,39.0880583486497,35.0381119186178,30.4385823020698,29.9805649182527,29.5716236120009,34.5388540568648,33.8343402475344,32.6055415272614,33.7094935265652,32.1369666547149,30.1744583613221,29.2650824580881,27.8164181831314,28.1618758252072,28.5688539540539,30.9552823483626,29.7668878070288,27.4531446844005,27.8432802408598,
Madagascar,,,,,,,14.1460968683599,14.3799826568575,14.7284023281669,15.2392961470611,16.3039378572178,16.4742330412557,16.9849656229167,17.9420161928532,15.8699619235993,15.8455924487822,16.0653175120952,16.999590596069,17.2170270321041,17.1731328606418,16.0553823099531,14.1496606484872,13.4081973442855,13.5010307495778,12.9617960088254,13.3182346784529,12.8617998384953,13.7077134646149,13.1636676357308,14.7811136256931,12.8253489353161,13.106144340203,12.5053678376168,11.892300479877,9.71763837877032,9.22422595648418,11.3638344142981,13.4463722427878,13.6286099596105,13.756740282058,14.232716864764,14.5831017776935,14.4122256272153,15.3729587998164,15.9499613719108,15.7728365843124,16.1419161070286,16.2590744547256,16.1769373737121,16.0025732856189,,
Malawi,10.3111111111111,10.4564315352697,10.0474683544304,9.18754745634017,12.797619047619,13.2782719186785,14.5706371191136,15.5507559395248,16.5549252191851,16.6746526114039,17.4645390070922,15.8043940467753,17.441477085394,16.8133802816901,17.0551580890838,20.3355569031736,18.5197983872842,18.6576976209295,19.2996641314333,26.2132653485952,22.543701863354,21.7061786518067,21.0604119752694,21.4478349216422,20.0681748788214,21.9228082026317,21.5114039975772,24.8968879653242,23.9726253111044,27.910151528366,28.8901605968228,26.9071213938875,31.5260453691262,24.1107063954096,21.690355630859,19.6482672639419,19.3380598949935,18.0828419033698,18.2817237426285,18.2336031338384,17.9162501667822,16.6877010998746,17.8093121746858,19.3786642801998,17.4327088173542,17.0222528800028,16.9567423890569,16.3213309396395,16.0544098465507,16.1136113127985,,
Malaysia,19.3987381690069,21.2733179100216,24.2191985814041,25.0121202828542,27.1335604855306,27.4780314657071,27.4673022245017,26.5878489592352,25.3428456731323,26.4181092839633,27.3942853634251,28.633688179596,29.781314459756,29.3822652707269,33.7087464107675,33.9701138757566,35.0511367804327,36.0906844430875,37.8103955681588,39.1134782742802,41.0394623702322,40.3174667005409,37.8843677044165,38.5256226890663,38.5270170019707,38.5278150390865,38.5272045312739,38.5274716659438,38.3566069671464,39.8040530678255,42.1981658962367,42.1068207737279,41.1462575592056,40.0846702804908,40.0414394650364,41.4020636717462,43.5280412469257,44.5735380799867,43.8757550130786,46.4590145609527,48.3205714911013,46.2026949988513,45.1153796974528,46.5786626994835,48.5303176049683,49.7133172893956,49.6897897640336,47.4960633845703,47.9288392474447,43.8125775440061,44.4074328092528,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5285717629983,12.8098375431895,13.9508212654291,14.8843879466025,15.565352354534,15.036563071298,21.0483821826823,20.8829081340808,22.1425842237711,26.5020090950651,30.6873368063878,28.4576355566855,19.4329261459151,18.4154389882912,14.7380158587133,14.5357241718697,
Mali,,,,,,,,9.86530380401894,11.6070522136273,11.4071441660763,11.6769370105016,12.4586966880407,12.5258947528056,13.0367685226878,13.7856909079054,11.1465185504863,10.9158163976867,10.9507841786547,10.9510810766928,9.86016316507645,13.2068726511531,14.0498185345227,13.7427265729971,14.8354237665458,14.5110246771139,15.543167520213,15.9866134021596,15.8920267504959,15.8591094978452,14.1793453931736,15.8635224494857,16.85178455607,15.8228476570129,16.2714917889277,18.9460070416342,18.6592819060525,17.8933736941334,15.6164741805688,17.2930030248134,16.7046212103968,20.5667101750149,26.3588938127559,27.5488069414317,23.6237539261953,23.8692139213563,24.1596031568346,24.0315046602274,24.1874806772675,,,,
Malta,,,,,,,,,,,51.7844658770343,47.1474339524031,53.4432539028708,55.8091407643059,60.1315965426272,64.405444690326,66.5058297766767,65.738284341042,65.7802818527852,65.2519912423621,63.7742487181611,61.5207590441442,60.585567334143,58.201279863088,59.1504876778737,58.7541267875328,59.3876934083328,57.2869353900363,56.6166283808565,56.8812368404552,55.3828232787046,54.7330497472964,51.1113425637193,49.4143921093505,50.7876645705799,49.9000884689878,48.4145295405786,46.5753680704408,47.5824497906282,46.3295689075037,50.893259661553,43.3030425707279,43.9829969270204,43.9233334213996,40.2283222165213,39.3396523720637,38.1816540267244,38.1734601353774,37.9551680697474,32.9787020091306,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,19.2997041777185,28.5741025591601,24.5854472550881,20.9692759554474,29.0757647782294,35.5717205376995,37.8142351944261,36.8921830393123,39.1798420931101,41.4957325692588,38.4759692636008,39.5032405277165,35.560097292811,30.1847593627532,33.2888508879672,34.08217410173,33.8692132790273,29.8140800158588,26.1963211817446,28.8294855608376,25.9857981030852,26.2015015134874,23.3743356115911,21.2294849547485,25.4387236798992,32.8507060607627,31.1443213516739,26.7536738942538,27.2256426482478,29.6921241576284,28.8089141153194,24.1479989218515,23.3977793631799,24.6123874261406,24.7215428058405,25.1805303338481,25.4016362184822,26.4414992802365,32.0977381977254,30.0053950908294,27.9762994064493,28.3073250917607,26.273907164853,24.2550462078174,27.3106842462668,33.185796084847,46.5313053169868,39.6004156515513,40.5126092742463,35.1227226714983,43.9102740211357,
Mauritius,,,,,,,,,,,,,,,,,25.2992302576062,25.6745683939566,26.3927644856009,26.2273060831544,26.2066889980343,25.1200877788308,24.9443445246505,24.8479434646948,26.9298239529164,29.7736748487407,32.2195150617742,33.0443785186446,33.1109691298971,32.8787201037285,32.7936555439174,33.0706286560412,33.17746333331,33.0004604264184,32.2765209960849,32.033954724001,31.8504276056631,30.8878352964246,30.8763596725501,31.2345002731021,30.9712594434198,31.1860632060075,30.6003922455294,30.2826306873401,29.1354245696312,27.5811660070638,27.5717817381543,26.9627008479557,28.0932361565925,27.9771404440758,26.9428561347788,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,26.8057238256107,27.3307629827458,28.2164405653826,28.7343755805579,29.2497283228167,32.1522211277527,31.1461971049373,31.3496217604883,31.2374213345142,32.352691666422,32.3832030178829,32.0675281919351,32.8636174135678,32.7408666675124,33.4364927878282,33.6489543655067,33.1741572862891,33.4112539919312,35.2296114138144,34.9427939307522,35.2671312572035,34.9072629046637,37.9954599693534,32.1069382435383,29.371763785655,28.418501909662,28.0326129858556,28.09935728741,26.8278449818179,26.787011268254,27.8744297864469,28.3622305923944,28.5521226381409,28.6115707211085,28.6836822249185,28.0212401580906,27.2555347041016,26.4832683187672,32.8662679151125,34.0690545055114,33.967593340397,35.8201969058145,34.9476658289033,36.7389792834523,33.6279297236345,34.3098197295016,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1985711404949,36.6527796074298,33.3333333333333,31.4867156585642,43.9784894975046,38.3801850961169,32.1512517442594,30.7138983895391,29.0304907937593,24.4639020633183,19.0306038950412,21.7227214377407,24.09307581796,23.1903068525931,24.5271199060836,17.2864179497062,16.3372309152915,15.5966776282021,14.7768644569044,14.3105736423328,13.0527760829774,13.1597996493864,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,24.9761575597989,25.6947202630741,26.3118919764703,26.9718121651849,27.1775634504335,28.2757313905563,28.3930958179538,28.8172698097405,38.7945079259809,42.4799327019082,38.0942585041666,36.9111298356298,32.5456193711336,33.4832736324744,34.6825005250522,25.1946095321911,30.7278883263587,24.4597306516679,24.4624492500629,24.9909848317912,25.1722878761084,25.5512727297176,28.3964379692121,31.9797549612376,36.2077181934307,43.0214329035536,41.8918561975502,34.3795031108481,33.0215345492017,37.5189721040177,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4290459486738,24.6619168187796,24.1069040050024,22.6259776298145,22.2867156382034,20.706696578357,20.415879556278,20.8728443523133,21.1485379909165,20.0813169577767,19.5456774930167,
Morocco,,,,,,,,,,,,,,,,,,,,,31.0306074134752,34.0634111758483,32.1621639252388,33.5117438778461,33.1793340257505,33.0804573900047,32.6069473658599,33.7459327558176,34.5388586035922,34.1581860309692,33.4197662061288,31.8245905809865,33.8394685894338,33.8200038844613,31.7505291650783,34.0600283726771,31.5183502023678,33.7509098547441,27.7093726157638,28.2045935065311,29.1053422012444,27.5681413685839,27.3335000795834,27.9300497472875,28.5221824521548,28.2197081585632,27.1515673388062,27.3142591163896,30.3189635138276,28.5906757487097,29.6623657508143,
Mozambique,,,,,,,,,,,,,,,,,,,,,34.4209746362234,33.7999986012672,32.6000011944394,27.4999986877766,20.0233097025632,13.2194240201626,14.9896341505499,21.444415937396,25.3867791383695,24.2848805531432,18.4105504735452,14.6208551873595,16.7085221468423,13.1047069662853,15.2079495557092,14.5343012428111,16.3214145160526,17.7600269567359,21.956526163695,22.6582158831045,24.5186303115982,25.8189992435244,23.1495376764967,26.1015385308782,27.4173798012536,25.3412732181143,26.4208583566296,25.8790215724776,23.6606005994316,23.6190317184544,23.3913120033592,
Myanmar,,,,,,12.6967488197102,14.2039442345152,13.8099284137034,13.4139782058287,14.513366015961,14.1812875273304,14.3432011924984,14.0920909401759,12.995312549493,10.2640962338774,10.7722448154248,11.5069091157542,12.7456279300236,12.5943392186069,12.4586073090407,12.6706220278431,12.3554101492537,12.5910598945598,12.8013126717286,13.1238725339038,13.0704252095717,12.19472299645,10.2986996520922,9.69138054356459,10.9829463337473,10.5364963071289,9.8489098641131,9.44362490461906,8.93237607497987,8.64895094718598,9.87103314046457,10.4425616808505,10.1755323092534,9.85814175388377,8.99726980532525,9.69223965060192,10.5804977466357,13.0068947985469,14.2582448057542,16.205909309347,17.5122092755904,19.2372963523241,20.4091315464576,22.6658150803974,24.5497345487919,25.9950604254346,
Namibia,,,,,,,,,,,,,,,,,,,,,55.7993730407524,47.1813725490196,43.9784946236559,42.2963689892051,40.2390438247012,45.8643947461839,44.2277932528629,38.2594417077176,41.8185910420887,42.8074917937826,38.0361379813835,34.7099469709144,34.3451143451143,28.9834174477289,30.5079825834543,27.8997422451338,27.1221840966731,27.9197324414716,28.9833442779536,27.683615819209,27.9590349740933,30.920445674544,32.317619091723,28.3464566929134,29.4152181126681,29.1754307186917,34.6427497745265,35.596969433075,37.8228269925021,32.6786087683836,19.613265228179,
Nepal,,,,,,11.0065172716934,9.27053903135589,9.96204923504568,10.2335453694493,10.570040986258,11.5344886950534,9.31054090310567,9.30898280647342,9.79006611511012,8.97384394322802,8.17645632341112,8.85526521993333,11.2027064657029,11.9342232299206,11.9784394260253,11.9162940088184,12.3615802082103,12.8560114438889,12.79587879724,12.5959363548178,15.1062137907532,15.8544681981145,15.8268733850129,16.1686099648268,16.5363088828673,16.2366493432091,17.3634975995361,20.3983545804717,20.6615254849982,21.7156629596576,22.7544238070605,22.9160955383456,22.8636393066754,22.4922136061468,21.809220787323,22.1320627884672,17.7929409715839,18.0905071364345,18.1476130994406,17.8566364222816,17.6958348906533,17.197660680916,17.0936541497561,17.3335698973992,16.3509873981232,15.4342701449341,
Netherlands,,,,,,,,,,,37.6663542642924,37.2367676902093,36.7813708208038,36.3519241422847,36.3475716134842,34.8975753570884,35.1129198157506,34.0888973453231,32.7496037428119,32.5845607016685,33.0775287946935,33.4627407482101,32.4144185820023,31.8200507494949,33.1546387151838,33.2712654317666,30.8752263426173,29.4227419756158,29.5514853407546,29.4326374639986,29.4037492405018,28.9390492510414,27.9369656600938,27.5335145035028,27.2072474015147,27.3590243973216,26.8723940100112,25.8404313969837,25.2574631126418,24.5269868006447,24.943561453075,24.6579098290555,24.0891079073494,23.8576292868296,23.8457770432665,24.16732795244,24.5889455796514,24.6843297547523,25.6240073148707,23.9103364836943,23.8912308122323,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3097872527511,24.0931550768282,20.6405229918717,20.292843146143,19.4899393838785,20.2094774410517,19.1184632145541,19.6111785737842,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,32.0400715671907,30.6762114691711,30.2772780051264,32.5749306724267,31.0237361632515,31.715619313854,31.6511389874815,31.1441658304418,31.1706699590456,30.7852078091412,32.4422652711305,33.1227318821977,31.981042005075,32.6201340362002,31.5313325501494,31.7215586927706,30.032659647526,28.3510874867533,29.010056189313,27.6607554114234,27.0809556378148,26.8774381941448,26.7701011669212,27.4176285680938,26.702593529646,26.4139305277786,26.1263072842148,24.8988609898664,25.1794968777356,25.0365706065283,24.3578800262633,24.9142232249107,24.4074681368732,24.8234603408594,25.1226218897108,24.8213552830476,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1611491857187,27.3052449439038,27.1370453095086,26.7642322461909,26.8702993925369,28.3106966392394,28.2245476878809,29.4407851469621,29.6036375190983,28.7164755837096,29.9433586692615,29.8164508739774,30.1269105192323,29.0289885434433,29.2879539105785,29.1633704027429,29.7816786270666,
Niger,3.88588808736624,3.44635845250174,3.51969162330245,3.61364421648183,3.59934387239453,3.47182308297411,3.72060864433344,4.43374908979165,4.85498597458954,5.24452881486808,6.94147749047955,7.39742370218695,8.10161299272299,9.37778234746532,7.73498370428881,11.0134020857547,12.8795788881782,13.9876450643772,14.9571652728397,18.7405306778651,22.943396802684,19.1557879762164,17.2549025228593,20.2445052675836,21.5974935995912,20.9208901879077,21.8380322662912,18.7006410926847,17.3586566471467,17.5463827671895,16.1533906778192,17.6477489134895,17.8660511460372,17.897129850594,17.2946193199585,17.2667239839075,17.8000863502202,17.9164884712899,16.7159801453739,17.1575721878275,17.7600749765698,16.9915848527349,16.988365943945,17.1212598425089,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5180869030085,36.7502947424586,42.0906464009586,43.5078290548715,41.9168354950195,40.6520468469639,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,31.600257312597,31.1672970547813,31.3904272353619,31.3805582428607,32.0906203359994,33.6758761233421,33.241144933056,33.0791363906467,34.3344018896575,37.0524298030967,39.0712025823259,39.2097340379018,39.2121623563016,40.354299170708,41.9751220095532,41.4586417792881,34.6345453951985,33.8066420390206,32.2132142098322,33.7362212023536,33.9533337724344,33.0622927325874,32.7089622231995,32.3962704470508,32.9965549918587,34.1916038434562,36.6448162302176,37.132266342685,32.6607846649946,34.6688635567252,41.9508308463211,40.1788681285086,37.9215434751176,37.8205428752069,39.5998338811606,42.5608146764672,44.3467786953289,41.7438393678002,44.5863487700498,38.691538650972,40.209706419046,
Oman,,7.97545865482356,23.3830845771144,24.2990654205607,23.9819004524887,23.4513274336283,25.6198347107438,52.5773195876289,73.8246505717916,77.2,77.247191011236,75.779376498801,71.0227272727273,70.8382526564345,82.5153960254928,77.5338750681248,69.7387630536691,66.1913759268102,61.7855058305245,64.2186853392804,69.3625697786178,67.1279849861259,63.2980734072673,60.699298889424,59.0928480393092,59.2899098040543,51.3493231834954,56.7689942176252,46.4258004651884,49.114775002775,54.0964633087761,49.4037791117676,48.787568642291,45.7053043265226,45.1069997422286,46.4848975462259,49.3658818418883,48.6230396025353,40.7989476210712,47.2887247000328,57.2456945004114,54.2714286556306,53.4465341420158,53.8959314258119,55.1071609646536,,,,,,,
Pakistan,15.5967100278468,16.7868279539289,17.921933884385,19.6437274283643,20.3839990634432,20.047015053183,20.6093753029347,19.6832779674887,19.6762809757507,21.8695077600387,22.3209139811619,23.1368429826358,21.6132129305282,21.9327245377119,21.9316025385515,23.4441894186984,24.2738196309522,22.8699396031113,22.7994368841785,23.5972100505983,24.9223653945822,22.6012887795407,22.2554614268015,22.0734925250483,22.7060850954879,22.4672049419963,23.3531115014503,24.0187340437259,24.375026851195,23.8897537850426,25.1891494053253,25.4458274092369,25.0183342943676,24.7177394651128,24.2647221538121,23.7967388307375,24.162970862085,23.5104060936504,23.8021608426674,23.7386158995271,23.3256691427898,24.0174457668195,23.8617740192327,23.9052026170775,26.9875004928077,27.1011281540687,26.8728189472499,26.8923542995658,26.7921432706713,24.7304768389513,25.4338690144645,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5759542031024,8.70143728509887,8.02472899315929,9.42702840890934,9.0575206766039,8.95920051672169,12.7090736895153,12.1455043869537,15.2648132689113,16.2305490460012,17.9123558595933,17.0644332443917,17.7418256388525,16.1373217671531,17.6939115107109,20.7038354092582,,,,
Panama,,,,,,,,,,,,,,,,,,,,,19.5342576389824,19.0208992130103,19.042091233501,17.7823434453552,18.1598550432857,20.0270507105574,16.0800044160671,18.8918765662441,16.6579623555955,16.0758725976117,15.1034589852091,16.7726816203549,16.7127200471918,17.8087300790383,17.3823003375334,17.7411931780826,20.2454128968391,19.0698659886647,18.822803287843,20.1206396708127,19.1484302841309,17.0346804705544,16.0488029706156,13.7196214931844,18.4236845742908,16.5646298594596,16.4947492119155,16.5086609011371,16.948760870913,17.113975456873,16.7882233284032,
Papua New Guinea,,13.7963397465978,14.6191105239982,15.8312447786132,16.1875945537065,18.5185185185185,21.143537820131,20.6869168138864,19.3307610598145,19.3239874791786,23.2524088181428,25.8247333527971,29.7388637271661,37.7313283408842,36.5801003859771,30.143977439169,26.6136147628016,27.8696625457329,27.0416024653313,30.8853190583037,28.6903203291973,24.9393601405075,25.1672033688382,30.0160781277148,25.5568696229935,28.4595460078768,31.1507614765654,34.909653896122,37.5177541309253,31.6565135962289,32.3892880933421,36.4565521940904,41.682605150108,40.5407147872249,33.8107852412488,33.6535529124733,36.640074355201,31.4469252094077,33.0140054510619,37.0230923694779,41.4196702868764,40.5664872317346,36.7071476261797,36.8224515643622,38.8702149294147,41.445387164643,45.0919406865634,44.7574464531826,47.9467461499108,44.516173069653,44.7538327803775,
Paraguay,19.8964862111378,19.5972969792306,18.7444088277749,18.6550996940632,19.0076979151433,18.7783917212751,19.3932007858816,20.2772668743565,19.6722696906995,19.9783150352595,20.6818411685176,20.7760099122649,20.3903038012203,20.4014753919996,22.6493575576024,21.0177546747212,22.1998513669533,23.0740633701273,23.7689980119272,23.7274270650304,27.4438537001345,27.8908209525844,26.0037978344138,23.5668015010556,22.7196295395178,22.5699294666049,22.6033365964338,22.5216558426438,22.150450051566,23.1316735543654,25.2316817002348,25.2762380900627,25.8919153688652,25.8186912614558,21.3229929836937,22.809921679295,23.2647592084784,22.7005014374687,22.6893547203241,23.4830101250482,22.4784949458515,23.0475172949346,22.2265201898831,22.5433232151572,21.1967208261478,20.6712260565735,20.4497693281138,19.9769479839505,20.2203977530678,21.2177493634464,20.4125444183664,
Peru,30.8103604723785,30.4486692783136,30.4106028685931,28.7047018854861,29.748783058687,29.4510384748999,29.6551719354612,30.8114049580693,30.8190636710202,31.8313360656596,31.5714291163853,31.7643294350701,32.1201597421503,33.486236808442,34.667689803446,31.7403049592943,34.1936960078294,34.6440872912794,38.2843320738727,42.8239859535726,,,,,,,27.443933717849,33.3877439518338,33.3877439518338,36.1846696106514,27.3776723982954,27.1245324889536,27.8892623546178,29.4441608791283,31.1587060519717,30.9732219037776,30.2442037971492,30.6725065941653,29.6933742117569,29.5551817415523,29.8940805296862,29.5787900306741,30.3861302119004,30.831133903273,32.979023982973,34.3244978511334,37.0167635743975,37.0615339579102,36.9182859832652,35.1153305885014,34.2521229208821,
Philippines,31.2682054635613,31.648510874837,31.0794393652413,31.5730718127853,31.3315192236752,31.1093425299553,30.9430018490232,31.5042856608152,30.5982905982906,30.2008347952332,31.8862957525439,32.3602249832102,33.5195739512286,34.1206347342307,34.493559249559,34.9995368226031,36.1509617878957,36.8357728719638,36.8791442699209,37.4711680630853,38.7878514373392,39.1727865452634,38.8281621933494,39.2332765249528,37.9077602429831,35.0680121633271,34.5758736842797,34.4326883081123,35.1555715719323,34.8982758546168,34.4721727902031,34.0144437829474,32.8371162487172,32.6832182966339,32.5298948805977,32.0625766349712,32.0859128458573,32.1330276836072,34.390203344696,33.0558782091493,34.4560689852084,34.4993147925337,34.5837451528409,34.560930617673,33.7526196172669,33.8341605335888,33.492732319699,33.0530430641232,32.8777720260122,31.7101788627492,32.5682847810178,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1096794954167,47.263390086667,39.7132791785332,38.7639416381473,34.5465117065274,35.1684353924553,33.5765558931902,33.3749428601568,32.8589490246027,32.727877181168,31.7075491072507,29.4645849364622,28.6873209970464,29.5604125439809,30.7552347976365,30.7092340207935,31.1089489775865,31.6370422034461,31.5375341700135,31.7371916182664,31.6340226904584,
Portugal,,,,,,,,,,,30.3770199304366,31.4033305087633,32.139311942513,32.1726097087065,33.6729025370309,31.5627583561621,31.0294748594274,31.0294748594274,29.8054730351746,28.7982084149894,29.6442899791726,30.5311671783166,30.2900722744627,30.9639513950953,29.5274684217237,29.4836610858468,27.5920511330855,27.3455842765507,29.2516872054754,29.1182913953112,28.56750818521,27.2862566417991,27.2552086111878,26.6810161570838,27.5859273470177,28.366722134951,29.1397986242258,29.3671313329058,29.0527295664767,28.6678890707021,27.9585508392299,27.5865168386885,27.0345552874832,26.1127767021298,25.6918727535665,24.9105842727296,24.7919231111172,24.7647369821358,24.0192966100333,22.7907824382948,23.0651422142065,
