Gross capital formation (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Norway,,,,,,31.576248618645,32.183028955198,32.4307137060019,27.9710387030757,26.0377563527143,31.8996139845374,33.1554781042264,30.1444727493896,32.2289413828705,35.4907176056527,36.5029755785194,37.9365234727152,37.156905344524,29.0611293973286,27.7452303020965,27.2149807116664,26.3655435984558,27.3876207463225,24.9015164327189,26.0456106012963,25.9228285110204,31.3428809652264,29.8347801376538,28.5266044240513,25.6982911019446,22.6852499494085,20.2939951812944,19.5996809287182,20.307217719713,21.1649429283108,22.3266630416233,21.0342026875407,23.3588134116648,26.6642113016942,22.9335728209502,20.3687851141137,18.9974929841947,18.9157916788215,18.0871008120206,20.3083958804481,21.4588543509212,23.0057671470253,25.7913368842526,24.4960963532369,22.4686083631538,22.4403204469199,
Oman,,,,,,,,31.1855670103093,12.579415501906,9.3,13.7640449438202,28.4572342126299,29.8295454545455,26.2101534828808,30.6244520316314,35.6255241094547,35.8588701261067,30.618902493431,28.8959193090246,26.0100733367023,22.2932144201069,22.9569698863841,26.5961566252188,26.4827192752805,29.9714425019154,27.5789246933004,32.1120909737425,18.7887075988804,15.850525414793,12.3265596625597,12.348371875626,15.0201797800816,16.3537250083111,17.5347655815213,15.7429589388658,14.9799325290837,13.6952487816129,17.6451268374225,23.9802011327372,14.8504967897016,11.9344957430955,12.6406361855098,18.8999870281489,22.3373173970784,25.574997364815,23.1473533619456,24.2152498056674,30.6467630811247,29.5860529027826,,,
Pakistan,11.5561361457668,16.8635136116999,18.181407751514,20.8815540476606,20.5149632833719,21.4680805270441,15.9609023144448,16.7002297719266,18.0194674020081,14.7531014172997,15.7930011829325,15.6317469564969,14.1755152050872,12.9304802719715,13.3720181702374,16.2275310328563,17.2433375288711,19.269706633295,17.8580544739059,17.8751380945455,18.4818012256563,18.774174404125,19.2612257226349,18.7997916675847,18.2705185406054,18.3201775157456,18.7743416223042,19.1343269451799,18.0142120055294,18.9114576739427,18.9353726084467,19.0264024455014,20.2367400041819,20.8182644044707,19.5464235566625,18.5455233391321,18.9966573482447,17.9191965447603,17.7111996462578,15.5649424393518,17.2266303826523,16.9963559470796,16.5827616518149,16.7580186264472,16.5780114810888,19.0812553405637,22.140412070776,22.5565135598299,22.050884523763,18.2172523268648,15.3652173256615,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,,,,,,,,,,28.1080229903157,28.3604238644005,26.9146011291372,17.8867106850099,14.826782601884,15.2202887819326,17.234622441527,18.383200610113,7.51461688378295,6.15447570332481,16.827900323722,19.1893603546548,23.6877766735929,24.7249989659024,26.8118284436054,30.2829460796094,26.7353922399459,25.6763189210631,27.2133546764235,25.7945409949111,24.1392366937739,17.6370950666949,15.7499755549037,18.9952989206074,18.7026157849823,18.3579377550163,19.4602322460174,23.1307466909164,27.4141649413389,24.7986726559022,26.67,
Papua New Guinea,13.4110787172012,13.1290027447392,13.2075471698113,16.0714285714286,19.1122523844461,21.6075496257729,22.4004583213979,21.9320433431132,21.7220635149628,29.0532417273921,41.6030441964093,42.7556796229332,27.8343439078107,15.4804848634793,17.4214999926753,20.0424581285741,18.6467555426267,21.6018488188365,22.622927600792,23.4778929911888,25.2092973518515,27.2483940042827,32.1575559112737,29.437568887749,26.9956826997491,19.8300431897677,19.7371999255179,20.505902942426,27.2073428821283,23.222903371967,24.4424971068201,27.4045919680497,23.3033381008762,17.6347311540753,21.366563899112,21.9391855851279,22.745516900919,21.0575794082143,17.9066848801724,16.3683365095869,21.892017344816,22.9518871069986,21.1919831343099,19.9214691705866,20.0013067192255,19.829673846811,19.8005751999889,19.5843926915051,19.9578480660587,19.8575665022341,17.8146255073204,
Paraguay,16.900612921273,16.8458355216886,12.5364164098685,11.1659118448249,11.8558584535086,15.0828656999536,15.8086242808721,16.5358086755305,15.8621872868966,16.0351252192251,14.7275535626129,14.5636284837717,15.0569153326489,19.0230946907858,20.9923934703104,24.098531127613,24.625704179673,24.6847637604415,27.1955281620278,28.5639938972062,31.6527062239931,31.5591871579507,25.6375491953393,21.4154746994264,22.9324390958574,21.985305989344,25.0235565783876,25.0968479959009,24.3660672666091,23.8440682834982,22.8656709502039,24.8248499559227,22.9056896444748,22.946304527298,27.6852486402139,26.0208662260902,25.4563604136654,26.4707371968248,22.7386060028236,20.8370652939918,18.8756642231172,18.7195271192393,18.8635692585724,19.9247546226535,20.8085274378405,19.7707797387554,19.64712167396,18.0386876721254,18.0508532574041,15.5227086290708,19.4921977761989,
Peru,41.9266678379552,41.0251418773413,41.0167419213279,37.0223711322737,34.6929002790338,34.4213646303768,35.987460575881,35.1425441990415,26.0064785420196,25.1343541457166,15.4999996934618,17.8994560764282,15.1935287751133,20.3524853617674,25.8571163389052,24.6768855794496,21.9278221877019,19.2169041559688,19.376216106517,21.6841918014123,29.0154475432701,34.2943854324734,33.5543752756328,24.2719440572244,20.6460637931458,18.4230083234245,21.3811709080795,21.4829925901963,33.6145013409358,20.6968573126455,16.4800793898743,17.286468828221,17.3067887235727,19.3122413607426,22.247482902884,24.8189585849868,22.8215702706634,24.0908462122545,23.608027126138,21.0942950650134,20.1626659919239,18.6536079959738,18.9536789836713,18.80240113911,17.9504450354279,17.8897428513028,20.0426677307744,22.8420493612258,26.878723318221,20.7082814162431,24.427190739013,
Philippines,18.0636871039006,20.335470427741,20.148854700859,22.0151806570516,23.7778843540773,23.4381217668126,22.2123964948951,23.5355765991691,22.5842131724485,22.3821910350251,21.343593378221,21.0187206178643,20.7511912547884,21.8134844325705,26.9463894382383,30.8531727651691,32.8580075622391,30.6274965452283,30.7798551859802,30.8304583538689,29.0864783035007,27.4627480503984,27.875287300151,29.5949083795522,20.3475435716451,14.3468156948187,15.237145808664,17.4988722311077,18.6682132480461,21.6004425983636,24.1511385145516,20.2183314089379,21.3383951422024,23.9813707690356,24.0628093745053,22.4505246986937,24.0158256143637,24.7757591141707,23.386363003355,18.9582173418938,18.3675985562657,22.141429158393,24.470465539608,22.9804889680352,21.6115958071011,21.5504060304476,18.0090522905094,17.3373446112963,19.2880583308035,16.5915600160451,20.5407242616694,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,27.6529947916667,28.8743920327337,28.8386018578118,32.5944101496184,38.4830969238168,24.3324084556891,18.9118487767235,14.4104221760936,14.7741750982431,16.7411492579003,18.7161573088351,20.8753515325398,23.4293775334576,25.0614908920257,25.2594308444797,24.8497403201062,20.7709694136723,18.6238062376172,18.742439121586,20.0686180557208,19.2662071266,21.0524031844352,24.4453093596955,23.9015486517509,20.3643683106465,20.9524489141294,
Portugal,,,,,,,,,,,27.8666975163014,25.8966581448428,28.5035681185933,31.0093976828093,29.4092781516695,19.292057894239,24.5757407592084,29.8748549084549,31.36123791805,30.3468965314801,33.7448193547278,35.5549031768319,35.089103312971,29.0809892452846,22.8701537468965,21.2285711257541,22.9829478590618,27.1550067700335,30.2220399743714,28.062511205445,27.4948391882387,25.5285716254049,24.7423643944106,21.9646773949806,22.7634184565382,23.9958834665856,24.2079460181406,26.2446624134048,28.1072510905854,28.713802466514,28.4296114655635,27.716215603204,25.7406443057678,23.4890922739467,23.9833905399749,23.5467077897201,23.050516177884,22.8277123917429,23.1519841193699,20.2079362102649,19.6083123951158,
Puerto Rico,23.4647449944458,21.4465740490435,25.6498716966648,23.7215345743595,25.7041718721864,29.3199180267,27.6263492233221,26.0563361872645,26.6673365405089,27.112335656293,28.8404246307129,30.2388998587414,29.9762988652999,25.603017416833,23.4137518217781,27.0528391881343,22.0067810203418,15.0975193320572,16.6117335706005,16.3999995843765,17.136207033404,14.3384492394237,9.03651832943637,10.1078917822647,13.7533534657057,12.3247830778162,10.2806636309543,13.7147159738078,15.5868955478469,17.2768057325208,16.9541026877197,15.5976080718487,,,,,,,,,,17.5690476639087,16.193840010611,15.5278186867377,15.5326424185982,14.7913933956055,14.1731271218408,13.5601555109032,12.2817256389186,10.5485897697124,9.49002654255899,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5240839695996,35.0854097317128,35.7654058655924,35.4318648251765,31.9742817736239,18.8823125180111,20.1512854623643,29.1196741854637,32.6471255887861,34.8656946406266,33.4489756977571,35.0044042740607,33.3334847053695,37.567404816744,40.2538009345076,38.9291901861063,,
Romania,,,,,,,,,,,,,,,,,,,,,,36.2995029661696,33.7228485015122,,,,,,,,30.2482806853946,28.0457371024094,31.4054945929808,28.9277197188597,24.8091355162587,24.27376208082,25.8538399082232,20.6271643541423,17.7458056475766,16.0776326377224,19.5042395531949,22.5522460216759,21.6799410070229,21.8494570542698,22.3238911850354,22.6165168410826,23.7302529114659,29.0218927879659,31.4,30.5420963575115,31.3541462061674,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8394408435227,30.1303932940081,36.2674290957454,34.6133613887428,27.0071715934931,25.5374539500614,25.4392719635982,23.6676959856559,21.9765208110993,14.964253118345,14.8304030519157,18.6938786684187,21.9497741401673,20.0505697574217,20.8589584801948,20.9012750793612,20.0774969175065,21.1715918032689,24.1645140335948,25.5012197086677,18.9252038549043,22.8419970802401,
Rwanda,6.05041899662476,6.55737622359591,7.99999950848003,7.8125,8.30769263488759,9.81183102786492,9.66409782452608,7.30759506798632,8.18815245800411,6.62427002706464,7.04865827598266,9.13180402638834,9.55947112518387,9.42622990378932,10.4602504858109,13.7388682450251,13.8193024750778,15.063519739942,16.6070304129859,12.030778648021,16.1403830706353,13.2990865559219,17.77822041971,13.5305823176465,15.8065743075253,17.3093506070638,15.8748147362996,15.6646115983477,14.4924368599119,13.4260150939092,14.6499832100471,14.0217499676105,15.634096047083,16.7470208656365,9.98250899316566,13.4091330047986,14.3704263707744,13.8097794431306,14.8076611296326,17.2274776017584,18.3011700435519,19.0310465035258,17.6993913276498,17.9361114593581,15.0331201854262,15.7803277397839,16.0016082067326,18.0365686194856,22.702139996901,21.563307334776,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,38.1660470879802,27.1783783783784,34.5868152274838,38.1481481481481,30.1571709233792,33.9616810877627,37.1942892613284,30.1692226335272,30.318138651472,27.2816679779701,33.5570010270455,55.9444444444444,58.1178903826267,55.3972293084602,42.9277747919501,39.0322291933712,45.3408930046201,38.0591260766794,46.293737399679,45.8717924585219,44.0296495956873,42.9734193548387,35.6630592667827,46.6709473732083,49.1836944150879,46.2232580826923,39.411083338087,36.5154943362639,36.2427509259924,33.1560431826953,36.4628232051435,35.2540774454509,30.9786287859191,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,34.3373493975904,34.2456089135406,33.4726212581236,21.713491226388,19.5531251174503,24.1390105017637,24.6079396325459,24.5202004767435,29.9091559776503,34.6304770057545,25.7912034700197,25.3362751018313,24.0665131104322,24.8,23.8999990107555,18.7000009890437,21.3968087889092,25.5963875575763,24.3943388334775,26.7653240772929,28.9096161651193,25.610624541329,23.0762944972478,23.2900526285994,26.3576152887366,30.6203318019196,39.3552232954357,29.9952114174704,32.3172547328347,29.8041073393044,33.4959701239753,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,34.0091231626964,27.0227308853918,32.7693980160348,38.2177731376282,31.4567241037829,27.9051623249968,24.6179899180844,27.5720180395501,28.0366165758908,29.007612838601,32.264697276107,30.1609081071801,28.821809066221,29.7312953135511,29.4424214719097,24.2642276778127,25.6417819576362,28.22820010711,29.9374552355823,27.9963174528117,30.8142400384183,35.6793314885542,34.4069461184768,23.3397056122096,23.1029309774932,23.2073083226677,27.5660429266461,26.5502710269584,26.5994482541122,28.4614873180696,27.2374462962707,28.2165150410525,22.6069995276586,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,27.6296315012726,24.4507096625609,16.7809781680378,19.6261555466002,16.4092115411298,-17.3755100679111,30.28287783868,16.963840430831,30.5851022643175,30.4485313077434,36.1463564546879,26.189799103802,22.7999200289191,21.0078629507322,25.6928155593005,34.1915248046053,32.6420226772344,21.4530728609476,19.4594893129537,17.7181840338157,19.688318626254,19.4450340693045,15.0687199707786,19.4448867373983,22.5206641146871,24.5919352530956,19.8543253591384,19.7906733205374,18.0967185405885,18.3001520612751,22.4193629407519,21.1430298814218,18.7116238188288,18.8829945456695,19.6740917079696,19.8187281892206,19.1909421999614,18.2395920541898,18.7260825064148,21.4454460505264,22.1684937880114,27.2702878307363,22.003155832093,
Senegal,3.9409663035128,4.44779122118622,3.64673625756229,4.89812571733952,5.11048076055684,5.10388903170377,6.54033527330847,9.84338337863252,9.62347532010122,11.6294123457521,13.9924667118303,15.1477976697741,15.1343905910797,16.5521116663087,20.5303385731166,16.6283561049424,14.6339689213429,15.2542790445255,15.2598582563683,13.3661206121057,16.5907324400773,24.8899583242005,19.9005812274273,19.9390904780472,19.384269079689,17.1916142067957,11.7049905300088,14.6645312928302,10.9199621925361,9.34456697810674,9.13900893694922,10.7252543241501,10.7530116976564,10.0177773912033,11.1284076779327,13.6204956581751,11.734386975397,14.7907261212858,15.5157012512557,17.8932952343834,20.4609950707862,18.3896291285697,17.1760208573081,20.8820647141036,20.8525304426266,29.676007760112,28.2,30.9,30.2,27.9,29,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1289670328279,9.56000558629316,10.5249489601885,8.78170342898042,13.8789422528899,11.0259447117804,14.4999163291112,28.2823509268699,23.7405622021911,24.1261219193232,28.9733101285431,29.7488485983642,22.9893288395761,22.8308155024763,
Seychelles,,,,,,,,,,,,,,,,,38.9223194748359,40.0202839756592,43.2845856446462,32.9322748697594,38.3161694447394,32.6301708170405,32.3486882875439,21.1904522106959,21.6740005617452,22.6989791683957,22.7977256795701,19.7650261480049,25.5431937172775,27.1395749569213,24.5742463524986,22.31200444422,21.2092562578786,28.3922462941847,27.0594453931853,30.3322039500868,39.0848732101432,31.9091037602488,34.5921969200012,43.2503079650272,25.1814533344719,40.6595517023787,25.5991000418585,10.3744129299714,12.7361064200161,24.7006788726599,26.1492915884891,29.7250737305417,25.5568762270747,23.4793130366334,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,16.2094326969261,19.0914714355927,13.3811153454686,14.2796228649581,12.7056238895695,10.9232526695843,10.6364093306288,10.1860100576378,5.89418443361172,8.32556816456233,10.0319147195739,9.32815906444933,8.29999984827728,7.69999976506656,8.49999993187532,5.60000015478251,10.0166998819014,4.35049886039818,5.49557895858222,3.4800342464052,6.87534860086085,6.65529703425076,10.1024082952959,13.8600389946813,10.4762840003494,16.9839313001186,15.228699739246,13.1635260790402,14.7162057475401,15.3964196426258,15.759527584584,
Singapore,9.74403394653765,14.0139332876559,15.4928555837564,17.1491444962397,21.8771639600678,21.7289249547314,21.730058423751,21.9376979936642,24.6429635742613,28.3143324078997,38.2062627637849,40.1091523368129,40.8913420748168,38.9365368140383,44.5408238882345,38.776298433936,39.5423310427647,35.145413459242,37.7358490566038,42.0081238772792,44.9780169505982,44.7522959428154,46.2368641914016,46.4787357277244,46.9534611814905,40.8841492685016,36.2660128715906,36.1461975548549,32.8755503342354,33.6255877742947,35.0501345350089,33.3901279801176,34.6380689456558,36.4704810775351,32.3058191238864,33.2682873067866,34.2529037103711,37.1911785153508,30.0278117292823,31.2647922156367,33.1834416772612,26.7704238554985,23.7733326350358,16.1167406414873,21.7472105297972,19.9747369873211,21.0325701922894,21.0706314416836,30.2009427811484,26.3591130551655,23.834505397952,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,31.1206908666826,30.9060830058059,32.6201045771487,31.2962242916614,31.7994765701135,33.2014372878257,31.2167643625206,28.077038820343,24.1582978598047,20.550728648263,24.340713873315,34.0666308518696,34.2823911572941,33.5541736130598,27.7966010404235,25.9820557252404,29.5718272292912,29.0828910764638,24.6053138397611,26.342793452529,28.8740830637424,28.0158911827426,27.8201441263014,27.6510615158582,19.8619332360523,23.3943844061363,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1796372989454,17.1295463849937,17.777175640999,19.345898068689,20.5775295583732,23.6732660455007,23.3242987575252,24.5564270483088,25.6526061194524,27.7174852765814,27.4246082389046,25.0429929556063,23.9682327912926,25.380156867988,27.4823485823591,27.1587956784911,28.9169513563951,31.9550213783079,31.9350195401369,22.5053486061535,22.6253124742938,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,25.0714285714286,23.3742331288344,20.655737704918,25.3140096618358,15.8074534161491,18.0813953488372,18.5286103542234,23.4309623430962,23.9567233384853,19.9475065616798,20.2614379084967,,,,,,,7.62707849732342,6.75628029969149,6.19374196313759,6.62993406196369,6.7419044395242,5.18256937302575,9.4054054054054,11.3940732298048,13.7613501459877,14.5973009524358,,,,,
Somalia,9.66639703751016,9.63475749936047,9.67807688857001,9.60553407805852,9.97864109831259,11.1896147728575,11.4501740644038,12.0228714700108,12.1728515625,12.3525195366289,11.7350098525194,11.9476428640689,13.572487682699,14.3489603176976,26.8736884283197,22.5261354659715,29.890977616705,21.4244122271517,28.688431688758,22.982888681919,42.3958157233866,27.5646299547434,29.2801741780965,22.4206267836826,24.2001257941826,29.8003626947475,25.1995763752126,33.3009943961222,23.8998322356803,30.2999231461873,15.5000053144019,,,,,,,,,,,,,,,,,,,,,
South Africa,20.488903142791,18.6716384093056,17.8895284415433,21.2599249631797,23.7480299227555,26.9245449509496,23.9845930905696,26.8961186608064,24.8936176375983,25.7765588036896,27.6209823651206,30.6805299583736,25.8195943354116,25.2988848593458,29.789511417408,30.7433293277294,28.2319767634855,26.9519282573547,25.1395369172051,26.1507445023808,29.8597167302179,33.3815082508578,25.0515396285099,24.7694753241071,25.0054271288744,20.5841788367281,19.0843067982196,15.7970078364521,19.8790153064439,20.8657164205501,17.7329754338637,17.3971320704733,14.7461879553825,14.3136066718145,16.8709035327957,18.1742371919481,17.2944902778382,16.6386192509505,17.0020104240108,16.3808264691723,15.9131723659681,15.292051603687,15.8721050375463,16.6522466537319,18.0748166608138,17.9576877591367,19.6894120362879,21.2726531446319,22.0529176096976,19.5277150914724,19.2567642381456,
Spain,,,,,,,,,,,27.57605186039,25.3519671300846,26.5583488803883,27.9059852051303,30.9663892896945,29.2771608513536,27.6335377481958,25.6374594217475,23.504263532863,22.9132383009528,23.6994824034606,22.0801832057404,21.9598057323855,21.1287569853478,20.027630647836,20.244822279058,21.1287508215403,22.5212444137757,24.6489765872804,25.9395530692304,26.0955072468217,25.2989511315782,23.4017186680683,20.871119198295,21.0538904661242,21.897340146018,21.7047409017526,22.0639743134341,23.4533163544291,25.1223398201889,26.2776015726768,26.3538706995084,26.6300606413003,27.3842200250597,28.2751634282236,29.4813334624424,30.9837404651503,30.9834395944328,29.0880451125056,24.4203986283511,22.9904074098124,
Sri Lanka,,,,,,12.5309252845126,14.333693175003,15.2373575301538,15.8533171596529,19.2731936725096,18.9475995316159,17.067615658363,17.301764281498,13.7361443164529,15.7124226999285,15.5773789366746,16.2103102340827,14.4450243085121,20.0492206726825,25.8212915417947,33.7682444721692,27.7748367743074,30.7614018823435,28.8912097762354,25.8270133857141,23.8226327944573,23.6596944404203,23.332299731094,22.7775225018245,21.724476063059,22.205889665117,22.8701875948381,24.2753648746834,25.557234794271,27.0271670431233,25.7310878563342,24.2490834860857,24.3861152702598,25.1367897004478,27.2904904680442,28.0392803399372,22.0040200328519,22.0292083858739,21.6240833858263,24.7306227494104,26.8274555178569,27.9799093470538,27.9521433553302,27.5523541365362,24.4338707982889,27.7879293242926,
Sudan,10.6942863037241,14.5815309494373,15.0338352887603,13.3888787425473,13.3139307053093,,,,,,,,,,,,19.748782118636,15.5678532447389,13.7702887686591,14.2408347980126,14.6620195046751,19.3106374482105,18.8606414506021,14.7538447806364,8.54041039913414,9.49206016484329,14.3695130893165,15.0868446573468,4.32923859516208,5.19014102402064,11.1965806184455,16.1112354587475,19.0473968592655,21.7087315423127,17.3904332801554,14.1236310943126,12.4730592638805,15.7705462514648,17.9490725568294,16.8106292147114,18.3428800248868,17.5893366022922,19.456372776079,19.9557541183247,22.4953343399544,28.8831056628617,29.5043796595023,30.5021175229751,26.0085793654604,25.190406164529,23.3246014953567,
Suriname,36.7607884922749,35.619918699187,35.7487922705314,36.8181818181818,58.3781547372776,49.2607284529391,29.1934541203974,28.042328042328,23.4587488667271,22.1674876847291,21.3433137770585,20.4138209419246,24.0438108484006,33.6062888961677,43.7059142702116,39.4623655913979,51.3353115727003,37.3634945397816,32.4269177067541,22.8607918263091,26.4184194881762,31.2130926269614,27.7003769873791,15.6066093254866,11.7919342706706,14.4403091898082,21.952861952862,25.9682604480278,16.6810233439573,20.836098208361,10.7725985063096,11.3696185590007,11.1336299225573,9.93346594416627,13.6896075724709,15.2575998107135,15.5812447651927,17.6432587378381,25.4914666666667,17.6497937999804,12.3588641636356,28.9011313202192,22.0332465450595,22.8334675247363,22.4486646809066,24.8545340104142,,,,,,
Swaziland,19.1579031898468,23.4277003271743,31.7017673308532,34.9162769751517,37.9190017374659,,,,,,,,,,,,22.1940928270042,26.928895612708,47.9068197164078,42.6924185644278,40.6529088378704,31.0441205829507,30.188455312713,32.7784046405222,28.7045914756039,26.2180695812813,19.9551781754207,14.8574795892032,23.5492277083679,23.9304077407013,15.1140509426855,15.6493987099422,19.718061681678,18.056592632298,17.3544582711478,16.0230320728072,17.0325149786319,17.2175062500163,19.1038818023309,16.6768885881059,18.1167707969035,22.966272403285,19.3022426806776,20.6029147534438,15.2707784400501,15.0392502890525,12.8138463079852,12.2907884156856,11.0478213813284,11.0306061212242,11.1,
Sweden,,,,,,28.2188194513706,26.7320303997649,25.6515693316405,24.8535824628617,25.3367285025272,27.3221800828558,24.7074923369809,23.8183362099997,22.9938207605856,25.2942601825404,25.73115869309,24.9841064508461,21.9188143118175,19.1013157204772,21.3734060967498,22.6288087650829,19.6324788425459,19.2915661928797,18.9294335027983,19.5638096009028,21.3123123155951,20.0116520234916,21.0066245140123,22.0184568011973,24.214466433826,23.5225927131786,20.0402480573609,18.3775632905288,15.3283761758835,16.533658050695,17.1591672077698,16.5645674154425,16.2630600914232,17.3931271925666,17.7307461907641,18.6421046265925,18.2189379322855,17.4287842267446,17.146907873771,16.9884744473511,17.744003610923,18.7309473998805,20.3201325136324,20.2238852549059,16.3255536884063,18.4496502595142,
Switzerland,,,,,,33.7575042000297,32.4874461503389,32.0519034293408,30.9951153823826,31.2094361427032,35.1383092643573,,,,,,,,,,30.2270150170019,27.9987762206727,25.8178267874263,25.2865124248673,26.8920885794101,26.8739781595819,26.725901179584,27.063801521759,28.4258659495101,29.8579078484443,30.180767418518,27.2885913543311,23.7804807507851,22.3671703753547,23.6226082993695,23.3881162749632,22.5925866399385,22.2234107669787,23.5603047646309,22.5523576150012,23.2265060220871,23.0645841159511,21.2712208994015,20.7493554729009,21.0293918325527,21.6029908090497,22.1016255839307,21.9522337381728,21.1649395949251,19.2879270171719,19.2413557375093,
Syria,13.706371524854,14.4243610925767,16.3050250109853,12.4183606296369,11.7440263209005,10.3345904087541,12.5293873062164,12.2643018399136,13.9058875866478,15.9720172797128,14.7937650292915,15.9976853406645,21.7328787999254,13.3807014286222,26.8521993544445,26.8755243546186,33.6912779065776,38.142644484856,29.4581588618529,28.0813293007213,29.5594501437126,24.9106753186024,25.3935582679612,25.3217784351824,25.45739796864,25.5216192148282,23.8587799872336,19.5224722816308,14.9990944418513,17.120913270908,16.5450493425956,17.9712675405374,23.173586631865,25.9733417118826,29.9588422073855,27.2,23.9,21.0999993583253,22.0748779826952,18.7654134089943,17.267883851212,20.3448020960813,20.3211938771495,23.2442376063968,17.6563079667532,18.4069307863981,18.8544113550052,27.799126386517,31.7467185863409,30.2062480573812,18.8177414398829,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,35.7315072162877,33.2956920380233,32.3472482095619,32.2268406824986,29.2914663113377,24.8449931412894,22.9215344118778,33.444513137558,39.157350273336,36.5437294968043,28.669363305599,22.3152367293588,19.6830764455402,15.4254101339716,17.3355860572588,9.41368430999006,9.71600065342698,9.38292348928947,9.99621687329393,12.2032694130297,14.2841775938174,13.7380847205312,22.8151948249446,21.2258008707821,21.6582371231834,22.8119796857248,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1119330486714,26.3352766753846,27.2317680844572,25.125352354283,24.6495338790804,19.7898030127462,16.637594548739,14.899736555586,20.1057458132002,17.5393904654305,16.8155686580913,17.4471999414523,17.1900119364179,19.1668135506368,22.5698474447293,25.0611607903995,27.6333980407628,29.6430276002209,29.7851370654407,28.9700634399856,28.8524889610579,
Thailand,15.405556359504,14.7636386412216,17.9481568322889,20.9825248540063,19.6527790998936,19.7366837682737,23.0680821978206,23.225102724804,24.6352540789503,25.79952926721,25.5766634484074,24.1851363156272,21.6931217058624,27.0148594988989,26.6475631499906,26.7392024681122,23.9826836490331,26.8897146893947,28.1646859769206,27.2141705744174,29.1419234750199,29.6753104090014,26.5165414407424,29.9752753416541,29.4731152969817,28.2445793541072,25.872312244995,27.8747122903048,32.5908901075262,35.0661168253901,41.3537630965754,42.8413785364525,39.9639460028076,40.0097678022627,40.2535074988604,42.094335001698,41.8162170348759,33.6635403247043,20.4470732743542,20.5000824803952,22.8361858488713,24.0983250810071,23.8014854394243,24.9684445908308,26.7909150137854,31.442276092421,28.2973009732772,26.4338759561803,29.1241000186554,21.2408910816297,25.9350759404842,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9922251018141,25.5850727387729,,,,,,,,,,,
Togo,10.7744166339469,8.06452159000851,10.1851927059873,12.820522058875,20.1474317938249,22.4400930854149,16.3841738616632,12.6315750139983,11.0183640669006,13.2184136684212,15.0997301188296,18.8846709763456,20.685572363029,21.7439347540519,16.38250628443,27.6644000688054,24.8648652089408,34.3455492778816,52.6881607717886,48.8138182502216,28.4464675488642,23.8240892798326,21.3333290249481,20.5962987318739,15.0414283381173,16.6335753732371,18.829613353647,17.6398503565593,16.0272622351231,16.5198421920497,26.5709739859487,17.11375382932,15.7113936398494,7.47795387264599,15.0435071617694,16.129781312821,18.7686678137561,16.2874821467216,16.4373146897075,13.3398598067188,17.8061929477363,20.3697990855389,18.5257180890859,18.8999994230422,17.9999993980897,18.3291862821465,,,,,,
Tonga,,,,,,,,,,,,,,,,27.5927113167246,19.6689750236077,20.197558116458,29.5091897845391,31.1668681226554,30.0558014238984,29.5607702675258,31.2225254522576,29.3462010982993,23.9376596413107,26.3843345194074,24.1313062996834,22.1739242264462,23.1675759687873,20.4453244666941,18.4932996276061,16.7380346766854,17.727819239393,18.0935983722022,22.1125543833041,26.3024586565767,28.1943032476294,19.6341836468227,21.8193314175497,21.3096217105263,21.6760025806918,24.826116764193,30.464922378593,25.4799557171659,23.5535880965898,22.0839550718965,18.8169810874944,19.9099110895782,26.3489452845406,27.2561689351775,29.3595832757497,
