CO2 emissions (kg per 2005 PPP $ of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07882593957623,1.56803059240592,1.75542381506353,1.64805102295772,1.7897153675715,1.08539903605282,1.0253416005493,0.762243462202938,0.582418428626222,0.580448456470895,0.577783317964662,0.58339689250813,0.576573760585341,0.576501532260039,0.56130462610109,0.511009244604888,0.483094144030406,,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,1.91726001034469,1.80088650344279,1.76067189015449,1.53226156683039,2.0287439824975,1.98744877132109,2.10233119721463,2.19068814834595,1.9166192155639,1.88143328254152,2.50443118263392,2.50455366891342,2.17469312687413,1.81991925697954,1.70294909162686,1.69038461008575,1.56021468317493,1.50907077643642,1.4348625041063,1.40965205808668,1.43811879362223,1.44338200497293,1.30771358909892,1.25818333298054,1.20830407875775,1.19323422096632,1.21051498597324,1.14670310165976,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.398421003896321,0.440767369217229,0.316640678686796,0.2939922250209,,,
Morocco,,,,,,,,,,,,,,,,,,,,,0.346367757415262,0.354248519762448,0.347677259755585,0.364732968782218,0.34993433658084,0.330065718360376,0.322099718782807,0.352141919293514,0.335727845213898,0.354941723753811,0.350457131110316,0.347809121806057,0.377849057685526,0.413643365355181,0.393718718869175,0.431875658289111,0.395265833648164,0.412920940821974,0.38567449798642,0.396992125046863,0.399629348389909,0.413322916204428,0.405774762918688,0.374750350926803,0.386415239539379,0.395883786487409,0.377411315121223,0.38658158557038,0.378977028908829,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,0.601068883708308,0.444218515065719,0.486979223652686,0.449302049165262,0.373552842871856,0.276287349434785,0.242134612941877,0.211102538912964,0.200928019119728,0.194133343366372,0.184766443002503,0.180652093276466,0.185610700374046,0.183966709202016,0.171136979661134,0.172913893120751,0.150904197154136,0.1479748202398,0.134442991494539,0.13038499192871,0.146493379370895,0.153328022438459,0.141558378210154,0.161267291255876,0.149768278693706,0.131058375797264,0.131021313573363,0.158766805087247,0.133584058200186,,,
Myanmar,,,,,,,,,,,,,,,,,,,,,0.466127875278778,0.447287915833268,0.420523244556434,0.415497183467441,0.45052051058874,0.447320840682168,0.457536221829965,0.349235667830677,0.326025606919774,0.340724585923323,0.317502243653272,0.312455320914787,0.333166440484324,0.343418231698005,0.373472850021774,0.389195418922486,0.381242545824735,0.372883246139887,0.379434378063622,0.373826787855653,0.330834417495019,0.245645510883892,0.243895742902757,0.25191326958712,0.26455273684437,0.295551948360988,0.234106633289814,0.209333931614562,0.18591410678895,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001300127352623,0.002403792773274,0.002242539903928,0.002860634059059,0.004264979419156,0.243228191355532,0.258026050491147,0.247108038634174,0.250753595503653,0.21537298390753,0.207251308343505,0.242308254144512,0.245462491028335,0.251074404754719,0.236479240361914,0.245550423439901,0.246094743682438,0.24495052784634,0.311409009561572,,,
Nepal,,,,,,,,,,,,,,,,,,,,,0.063672608897637,0.049239753466476,0.04629866896533,0.05324073244166,0.069036627158368,0.062668732548674,0.062200140835184,0.07581669615825,0.080159380994964,0.070595443202208,0.046875541279112,0.066740564601405,0.088821428507542,0.094246503340221,0.100807944191756,0.116788155383216,0.135453583890332,0.144348495487892,0.113352873042403,0.155240802054303,0.146843737706283,0.149650250793578,0.117259755941594,0.122884375442782,0.110096426690288,0.124291627327209,0.123654146923486,0.123002503692461,0.120025924966198,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,0.563273991305369,0.527577404080506,0.43499802124695,0.438660303218893,0.446558705518469,0.444009478274282,0.423640788087027,0.437020982665327,0.406824409060446,0.432526980995605,0.417773834215604,0.429139327025994,0.410724062146503,0.415364201593063,0.404810742026324,0.400678329162777,0.409560563017646,0.375731046374509,0.355626376963327,0.315822700354621,0.308201513809537,0.305871636168402,0.314938334040245,0.318759742738244,0.315104719616273,0.300624555442293,0.28166170853128,0.280221235429447,0.277256684653027,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,0.319513617861046,0.293526847712565,0.320226853819357,0.306793746701138,0.313960888457108,0.345333038618544,0.359183851918537,0.374057018451892,0.396723116423458,0.394411402763339,0.372009993865008,0.383734137797827,0.406049175315088,0.372093122503553,0.366259144465474,0.357248400430036,0.380695148940058,0.391217177947766,0.37695474382654,0.376292475216297,0.379933850969576,0.38363729080848,0.359673883472207,0.345447750501847,0.331270863418686,0.318997304281822,0.318298142498778,0.303413448637547,0.309637172463159,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,0.227592066636565,0.228115875861235,0.227236683979761,0.205545861710012,0.193135787004483,0.216506240100416,0.229204742235419,0.277489127639176,0.292389784991783,0.199392647218862,0.340179704751407,0.266612976502425,0.319743047194059,0.296888245445118,0.31886611269577,0.334327523224077,0.324130849291716,0.334032716497468,0.351461097575252,0.348067193806342,0.33807113870142,0.343453658685223,0.338928348080692,0.356661460171661,0.340481387527144,0.313763124108748,0.316784852000428,0.321466153342934,0.297957371318698,,,
Niger,,,,,,,,,,,,,,,,,,,,,0.103550714926555,0.123376840207436,0.132443227641044,0.179264648293283,0.222083984044213,0.20692370799106,0.175953543380682,0.195120043487458,0.180521471152922,0.18812489057403,0.15232380917593,0.146638590799622,0.149857613498898,0.165663424839094,0.15795739495362,0.162354751451395,0.17324883610215,0.167996814524986,0.161511311518055,0.160217630054635,0.122021726754113,0.108677766971034,0.113159185412587,0.116176879867136,0.116060819048088,0.104121548189074,0.097538774401023,0.100676671671871,0.09028390461711,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,0.548312041761029,0.610829731866344,0.608964871313678,0.587406040464173,0.716984391546117,0.656070935973577,0.673058123744918,0.547214824919479,0.593612350929834,0.33219307122225,0.328250906118697,0.31246297470727,0.435363795900808,0.394334678159537,0.306032232917699,0.223433260122398,0.24799055709805,0.240090760550558,0.235618640598634,0.259766707139427,0.435710421212418,0.444862433377337,0.515728172490553,0.443804889026671,0.41811161807252,0.42528981708223,0.35497126553958,0.320376829282311,0.326633818861092,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,0.327233365310799,0.305685541658555,0.301834172953099,0.266142829112212,0.276443836534399,0.276523653575816,0.256375425851385,0.263038019677156,0.250870215051099,0.2768750411727,0.228255472582812,0.226277724593996,0.202558434976807,0.207951587784095,0.184878896568123,0.200210023581102,0.191532470648223,0.186954513007842,0.184534664803265,0.214479509503442,0.196506077045353,0.204013924367414,0.183076401475808,0.206461805917786,0.1987833166107,0.192401207922391,0.19618426432661,0.193996006815726,0.215804402837924,,,
Oman,,,,,,,,,,,,,,,,,,,,,0.521351390453043,0.443259326388418,0.378651120964881,0.426241897146938,0.390813342318273,0.368374297113367,0.396462921929425,0.392222346960828,0.415126170496197,0.352601215084538,0.377964796567653,0.376895550791795,0.384086127512285,0.403260227793152,0.440109666916876,0.437384938920096,0.405602388635946,0.391827933694234,0.407950399531413,0.510193283226789,0.512867533173596,0.442262724659888,0.538772817719649,0.687452381582022,0.641878069178656,0.677679362159882,0.72140335220069,0.700738627360904,0.703938965459724,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,0.325484532789288,0.323530082272092,0.330027640665043,0.333209190545944,0.33722820666088,0.345024707171307,0.342818534312928,0.348617370072113,0.352229201540717,0.351397092212594,0.378390102296299,0.35846528904982,0.354994611621583,0.373871623870816,0.391964392377143,0.371866749048293,0.396504266390368,0.39361981650748,0.395794367000814,0.392456825932643,0.399164350554394,0.398146429861851,0.406373672261555,0.403935100420807,0.416476960794666,0.401561334902439,0.403715016853892,0.421363038460554,0.420661560848538,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04108061867582,0.538753658836646,0.594497729249251,0.554051937790542,0.516249175578803,0.482701426441144,0.471848910054556,0.462596962546039,0.489003131655433,0.487540510125058,0.752005969467328,0.779280797375469,0.821126676059258,0.782770901867739,0.756231458238975,0.775764089785356,0.786944123540483,0.827491191945829,,,
Panama,,,,,,,,,,,,,,,,,,,,,0.269685479196075,0.222306824345886,0.202310913150264,0.228239194621307,0.19507515371605,0.175493863486441,0.176216903457287,0.213216896477995,0.207733286797011,0.182111683646924,0.213708787546268,0.211302789598778,0.231176462082936,0.225422699969072,0.25382355834397,0.181160175676447,0.247658354634478,0.284012719561414,0.26409951766698,0.242236054718142,0.240866263175712,0.289846212973014,0.236049719973357,0.23890955922613,0.209351357855239,0.203212473488138,0.211831230492705,0.18417311637981,0.17283591826964,,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,0.29532241209762,0.312753148112046,0.314018671867378,0.313952790647875,0.320819887058891,0.32064239350245,0.297292164972572,0.327300039565795,0.299573571719736,0.281095935964909,0.30497004737571,0.268381543575907,0.234478343391549,0.19270267197784,0.198946904895194,0.192275722592636,0.189386975975942,0.232823775930849,0.268671143668518,0.229015365496936,0.256195638356571,0.308298020049763,0.335777027865564,0.371205506356314,0.408129863986759,0.405568658089366,0.393779467621318,0.248894271666284,0.157983101800247,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,0.118566849102131,0.102969453593405,0.103958336289593,0.111119705925675,0.11431925561481,0.114387305854341,0.124572476923563,0.134918182506918,0.144743774068312,0.142149568152807,0.1331406794586,0.128247273014525,0.145586214490155,0.157741227966048,0.180221098448852,0.193654259908669,0.182529145120342,0.198188877278792,0.211515721458597,0.214697003260895,0.181971731789454,0.1846715029913,0.18848483368687,0.189540967372396,0.182834059454898,0.166564982798001,0.16608048448481,0.161430015034506,0.15186549179993,,,
Peru,,,,,,,,,,,,,,,,,,,,,0.229379080104662,0.213849107094272,0.211277705223203,0.206961462142375,0.199059610470595,0.182588425609435,0.185860798513781,0.203086306980716,0.216617278214935,0.213396234746178,0.218054646616338,0.205852929574283,0.206442320626955,0.227673916413875,0.199004069673428,0.18837833558765,0.187446977089405,0.197319604610143,0.201523216265398,0.210837389768604,0.211343250886935,0.189091449876279,0.18019831613538,0.168073973455572,0.193578175164497,0.212582578989656,0.186384687583136,0.210684369235649,0.178744117386281,,,
Philippines,,,,,,,,,,,,,,,,,,,,,0.278039771193914,0.254499514916784,0.246947434759636,0.246543496407388,0.235871680955136,0.240387895335475,0.237816419459276,0.249561966710132,0.276775013789148,0.26620218009335,0.283191191483701,0.293141610191837,0.320791084756745,0.32018626683391,0.336508476694939,0.360517592484198,0.354302477333666,0.397181192010521,0.390438594178021,0.365601255566298,0.379362606024111,0.35961805027815,0.34198841875416,0.326596308853048,0.317151221227088,0.310614201695219,0.24622380468815,0.268333730575716,0.272639133401238,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17621152217389,1.24708522334775,1.20199505003963,1.14323203953974,1.03538034155085,0.998758329786588,0.972659769042803,0.888616850318722,0.788305687172159,0.731573531280378,0.667517092904472,0.66200445842666,0.639924067983422,0.632540733594108,0.601004128281015,0.577417413281343,0.571559523157527,0.52819374320345,0.503809732086338,,,
Portugal,,,,,,,,,,,,,,,,,,,,,0.238134250031696,0.232680782288058,0.2339317196346,0.241610448230551,0.243563854503786,0.226082722510097,0.236656360366781,0.236637478314839,0.231279547213915,0.271264018981361,0.270741027273312,0.286190186163938,0.307359730037196,0.284419449949338,0.289382671591757,0.298134596161809,0.279258648176363,0.280558642340784,0.290239388669234,0.310745650461267,0.2910697341475,0.284967142676688,0.300605758665396,0.278197387561165,0.282414731030852,0.289709489080539,0.258459454343814,0.257296382498028,0.240556094643803,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906534156849142,0.760341730577412,0.72597018239897,0.819042930446692,0.844261152869235,0.909350110267254,0.845458681241611,0.791885346447123,0.636126504904685,,,
Romania,,,,,,,,,,,,,,,,,,,,,1.15938287365918,1.15956378643571,1.10156841580495,1.06363380929133,0.947834310108378,0.97419800104676,0.989557351577697,1.03034821802822,1.03850584042066,1.10951210967466,0.871922786153646,0.866643659334498,0.86450416084349,0.831681367324109,0.76504942258547,0.785540945604879,0.751212014576804,0.7258871628277,0.681507013112471,0.596370551782268,0.586350445995248,0.589792819804124,0.540653292709613,0.534926968276948,0.490589281441254,0.468876155851226,0.466765441718314,0.424894063133189,0.373451078589972,,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4615250681111,1.46283130810234,1.44481345970072,1.45513316998896,1.48859726858274,1.38718637454332,1.40373730823981,1.33936391747629,1.23284128522719,1.16627530638743,1.10825895600019,1.06502073384458,1.00497533479999,0.952234390491973,0.909830513878658,0.83726428254251,0.81511208328649,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,0.117263052275174,0.135108144869087,0.134323414395575,0.145068087788843,0.137937947117589,0.128302466536964,0.118025427105819,0.121675084936988,0.131684473023923,0.130345941623581,0.132129452865186,0.125335639037905,0.119759862526706,0.131076747132979,0.254427677223712,0.185925984433246,0.169844737206856,0.154387295348466,0.139433324870369,0.13553256522157,0.12811750755187,0.118712099459088,0.10694783735053,0.103532381996078,0.097435412863493,0.089144934001366,0.081634554946306,0.080259847809466,0.07106572025188,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,0.220206388136842,0.268477962373187,0.210869931893786,0.191059508968199,0.179566915420471,0.183743533278904,0.158462248989929,0.174344999327762,0.162004089151608,0.15840842543082,0.17532004706223,0.16970414245916,0.182977670384742,0.181660680627076,0.189836200433874,0.191883298763262,0.179716206865447,0.177684162181143,0.168884237250436,0.164307265352627,0.28751826756671,0.307370422704334,0.339926383153488,0.326340315024781,0.318967498210172,0.302321663211542,0.301001473439983,0.283622994632192,,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,0.229407391667389,0.18588134489879,0.248521839962389,0.21531839010379,0.193023635944222,0.231367065080749,0.20715817111086,0.225806300602375,0.226475144811211,0.207653953198181,0.168079754421583,0.17097144947845,0.190345163163314,0.205453062294487,0.235247357143275,0.268882148316543,0.270068500626417,0.254039259904926,0.236053715871838,0.238850705161397,0.247098871732968,0.286476228072094,0.249781926593571,0.269565683955973,0.25260012083366,0.249585096650397,0.235716238969787,0.244640800004558,0.238738312327522,,,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,0.110925864874039,0.104519406209919,0.109708591447792,0.105085672553784,0.162389725225684,0.153029519448109,0.143470261178804,0.160113571454138,0.119746008683475,0.136305587591149,0.135937444334312,0.128964237989855,0.131363320870983,0.159669156142061,0.194008061297929,0.209546008153248,0.212518658457463,0.187613450000923,0.216950879197649,0.212415179338588,0.195055684615195,0.217435154136636,0.217938055919965,0.219731730048379,0.206174050232505,0.205688004729996,0.191269665483929,0.184678297520059,0.181674726003939,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,0.294393051093015,0.293129561516039,0.289403338022221,0.278488018253115,0.2639582161392,0.262689182089003,0.266533410076967,0.273586406511213,0.294916481212038,0.301859235222395,0.311360174796467,0.299097191388397,0.28936179898052,0.296243609413672,0.276155179058613,0.273954036070429,0.267547340754439,0.276111430097471,0.257986886561937,0.247242672725828,0.236803802758614,0.237627352567623,0.232291588768533,0.228355348100731,0.223905115231142,0.215157846947877,0.223415764171404,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561924369051258,0.584154376504537,0.573208664288169,0.55563724305151,0.593674421134092,0.556526191973634,0.525024709409088,0.496242649154613,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,0.509795329113967,0.504450438788109,0.511164253496963,0.567349166817336,0.566034342371942,0.65596967165326,0.740701881453244,0.718068515703091,0.704723741818169,0.708402110767328,0.690260869056873,0.789821897243634,0.806424595199656,0.887059572799853,0.867371011040115,0.654502123459406,0.696856365578602,0.569705891064371,0.529632564732507,0.58496177810557,0.730945870291674,0.722310555010909,0.788726497085421,0.733096657614276,0.744498490735962,0.748165271000182,0.757602150484992,0.769200711353737,0.805703044257826,,,
Senegal,,,,,,,,,,,,,,,,,,,,,0.4043249351531,0.378501223745401,0.325207368197048,0.296081242489632,0.358527615850498,0.280936464277296,0.270961145430161,0.235344557578585,0.264703806359802,0.343066460731695,0.297427877387124,0.312067461609143,0.313187436655641,0.319265068771598,0.346690722931282,0.294715797859795,0.309213817580278,0.26163078061478,0.259549337782315,0.263374524474299,0.271651083003203,0.285630522223762,0.297948974704389,0.307951271430231,0.306321762062631,0.321822811262731,0.256531544719886,0.274435524964361,0.245124233232652,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784103985212924,0.98254586495674,0.932500513559636,0.928386618185576,1.00752318263052,0.983734162198579,1.0279272420238,0.798540696103781,0.842035782755639,0.859230876095648,0.882222410233923,0.918768709997258,0.918474810255517,0.734803456347589,0.745685516363027,0.705361878549933,0.695160977021948,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,0.135715619701026,0.153549846453756,0.132280181969349,0.157985794710507,0.151166472277197,0.206566990029645,0.227121424208316,0.265883071418647,0.247682065168201,0.263985806331815,0.119507897128824,0.146309869161263,0.157537113204245,0.145048160935675,0.169477618502495,0.174239300206663,0.172460047239659,0.322332616387526,0.315765122543715,0.361623040846725,0.381556982877109,0.443663809315332,0.370716649397047,0.404552544190761,0.578060145761536,0.484345024414729,0.477822520061627,0.364769708697423,0.404357624517079,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,0.237101879075692,0.262392686429119,0.200069643665497,0.254443779089113,0.218434685424777,0.248538072727414,0.249572653227477,0.172027008421894,0.170160416714701,0.137844634209467,0.138606972558539,0.163531467932759,0.203493094858604,0.214727054175536,0.252323212897222,0.275983295301315,0.279268810721569,0.341336809311378,0.322332640013462,0.344329152835321,0.358820536400015,0.413102378971766,0.450137754878188,0.42328790199164,0.343018533206612,0.37833475706304,0.34650704429282,0.344798438270101,0.332193379050535,,,
Singapore,,,,,,,,,,,,,,,,,,,,,0.864237693657412,0.666703854007544,0.689204158377452,0.74678469158747,0.654948615331816,0.659523762701909,0.682509075572534,0.573436624368102,0.571785414904382,0.601810819481643,0.612504509291386,0.58113157361925,0.575491202426349,0.561007682991936,0.607110034546864,0.407852555477754,0.444408707408972,0.512536893409984,0.433231531108845,0.357841982862656,0.310840710018233,0.282574421039576,0.266619788267688,0.210007345029813,0.22618424334059,0.259777710109648,0.227493472577262,0.157357179178269,0.139042772633354,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851684209813834,0.793820897321224,0.736132816379067,0.749910036461,0.689710012171244,0.64787298705644,0.639236036978742,0.589236842923882,0.532677531458934,0.554592764097725,0.528857321546973,0.507867407127972,0.474305354018978,0.449590828608928,0.412358182704784,0.350802182832847,0.340019190524815,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.458046543448165,0.450419297133777,0.367024198605624,0.456555944781956,0.460854329792752,0.468670825997054,0.433601694371387,0.401660151696525,0.371423341812818,0.374317829789941,0.366542998813926,0.358058953622934,0.34807882817963,0.337947357787431,0.326500597825106,0.304821122385577,0.311784263499923,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222793193767337,0.210173970030022,0.186505579576506,0.175296232940785,0.156803358177407,0.151787777190614,0.149389804917505,0.15157194658706,0.148915491338264,0.153038499599422,0.178506948922458,0.202605611612461,0.208441987255618,0.204048693947164,0.194520364908349,0.184517324215356,0.17253212159359,0.171759205170323,0.160073816561345,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,0.945438777420128,1.01090618594431,1.10698626334284,1.17393428600219,1.20763545526737,1.25442456690044,1.27989151994227,1.24662412624438,1.24739040784971,1.21130126797307,1.18810872099059,1.24648419049109,1.19468982288998,1.24442147597638,1.26307969435449,1.20624368867163,1.17339200690196,1.18357729792865,1.18031082231268,1.14944944815426,1.09638985772114,1.05021083115852,0.971003967855776,1.03304596498666,1.07458744853002,1.00601882920229,0.946825017861027,0.958010371499255,0.930310880946534,,,
Spain,,,,,,,,,,,,,,,,,,,,,0.37394617691796,0.361005396656253,0.361064689673022,0.346268571473241,0.330161946518769,0.327598890346561,0.299444151465289,0.284307278507941,0.282372752035036,0.30639717033774,0.2964320547968,0.298583037312701,0.308441441477017,0.288584669413369,0.303855152593011,0.310894239049402,0.300134215213395,0.300466802172876,0.298734412954442,0.293194532511282,0.29101734335548,0.28400921036038,0.292029487646805,0.289176727795219,0.296015397078703,0.297501427012429,0.283236467717292,0.279867870910896,0.255057140636311,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,0.14506059293592,0.164201647911425,0.1751260925229,0.181792708954322,0.135473171645731,0.132166639656113,0.11652793688354,0.127937256414379,0.10646938811528,0.104641382823556,0.109286427724385,0.112501660189698,0.134116724588844,0.121638869271387,0.127077619058453,0.129108982717592,0.149164531626501,0.151349623394309,0.149501078929803,0.157623059163984,0.176997624061223,0.18126801578433,0.187335353428518,0.171235188507341,0.182279913863802,0.166943787715481,0.156373573657996,0.15355397224642,0.138456575110957,,,
Sudan,,,,,,,,,,,,,,,,,,,,,0.175640165863945,0.158842253413032,0.157608925247118,0.157678071584651,0.148863800604001,0.184594103079551,0.182679447400778,0.126126669858468,0.183034302048207,0.130278226387893,0.203834533990295,0.183716353866316,0.152194512391655,0.088987764238475,0.134651616511694,0.131540268824495,0.115184381838864,0.132278894735157,0.109912109056538,0.115590655885682,0.115868089620449,0.125629392070554,0.151981615205244,0.15850462283438,0.178097037098425,0.193603100672243,0.169435515699019,0.166887730059146,0.173151487549981,,,
Suriname,,,,,,,,,,,,,,,,,,,,,0.98465945303043,0.842062109649258,0.791247315683023,0.598741116343305,0.703986126254722,0.736113610733189,0.838252250795943,0.968420536567388,0.95257224659575,0.852340246456068,0.836248565718164,0.943732087749927,0.950578537770226,1.0463000895653,1.01682718930434,1.01427510967017,0.977982135421311,0.929702056805296,0.924917457669154,0.928272950555242,0.917777336120351,0.935350694944204,0.886492703195367,0.832203849172959,0.780612655551676,0.777756935279388,0.767814463943082,0.730109861905456,0.697600980406633,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,0.335827033071478,0.274484143571225,0.271302926447767,0.166705002412749,0.193103525526156,0.245337784332893,0.227641190360719,0.189094198563023,0.177436910875636,0.157147439685069,0.126580955050057,0.095438077201049,0.074795281261985,0.03627102153256,0.129875827981659,0.116388082247165,0.084061378357214,0.287552349178051,0.282817715656551,0.280520933249902,0.26425045544603,0.251550751180067,0.243197374012588,0.220048091196933,0.211573855311452,0.204282899211746,0.197040678734652,0.199305117394152,0.20008598465843,,,
Sweden,,,,,,,,,,,,,,,,,,,,,0.424071836375731,0.411142639864935,0.364515394242665,0.33508292883114,0.316040599513487,0.336565754747905,0.325338801224956,0.30270129188533,0.283614585543926,0.266785626050658,0.245910687716155,0.26645978278249,0.278131746725419,0.26418092494373,0.269690577287506,0.24625318433738,0.273970821691435,0.240155601632429,0.232325007614906,0.206442673340847,0.192566351446681,0.195263472678687,0.213994662685969,0.199482838319438,0.190417436314904,0.174574142659787,0.160916236648018,0.150994526455355,0.155103681496414,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,0.225138877885674,0.212410150405333,0.202879718066552,0.220521484295557,0.209300522740818,0.205247906475249,0.213988791902547,0.20047633530226,0.19632452361225,0.18271726142033,0.19155997453481,0.19061697313103,0.194812857065804,0.184800435213563,0.184617316631647,0.174732843271961,0.176454559843457,0.179581534670637,0.176369099298552,0.169045237673792,0.156758934711308,0.170454878637671,0.160903662686849,0.159134402444913,0.155981422561637,0.15546833800241,0.151843550075826,0.133008331947722,0.13840821714978,,,
Syria,,,,,,,,,,,,,,,,,,,,,0.706140337952553,0.82567544488044,0.743292914726701,0.836740013492801,1.0322935594723,0.871687469528723,0.96966434439055,1.09941574258233,0.989904614272058,1.01726700984922,1.02396249952066,1.0944919772258,0.992322358036254,1.00037348772485,0.957174029515743,0.9615499350596,0.911460857165192,0.917673573536965,1.03484253331928,1.11068097934047,1.0589842392057,0.964196074045265,0.836916090260603,1.04148583409428,0.938531024633449,0.842847118657773,0.850386966547041,0.836097628225977,0.807997522826496,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697173702371679,0.597183934929244,0.345500992389245,0.410380416001678,0.568616609644983,0.425679084438229,0.468989318265543,0.456240484805839,0.374057586371639,0.347781958796273,0.261649341686509,0.261961288521249,0.254848952244808,0.236722940465154,0.234282497779946,0.293599561788803,0.264046648443752,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119491775623404,0.111096750267288,0.111543037703917,0.112150106953439,0.108140204533501,0.119295703890708,0.108959798914476,0.152837747860721,0.142422370583627,0.114546640320211,0.097944078916802,0.092751919635398,0.092350556369195,0.102790571418688,0.110087962679718,0.109202542808282,0.115811947512525,0.126036588267263,0.124891751370067,0.130861768353301,0.130382214738523,,,
Thailand,,,,,,,,,,,,,,,,,,,,,0.380472229596965,0.340730859992816,0.322204647272214,0.341740823588159,0.349922877979407,0.354043481609588,0.342606830561323,0.358412175293368,0.372255402088373,0.390678924114929,0.42690199927467,0.476609105683271,0.481518929485954,0.499964046298901,0.50933621915678,0.534558005717112,0.563881469321543,0.592458207932721,0.587785027020182,0.594268249088153,0.580576767700689,0.612067283480833,0.617437119621812,0.613866516962822,0.62914052560012,0.618075937349327,0.606980852364576,0.573975629366917,0.567291478429755,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252582740938156,0.252315834202399,0.264269555741609,0.248788626656459,0.269501750704314,0.2551740714237,0.234505678491764,,,
Togo,,,,,,,,,,,,,,,,,,,,,0.237501206392746,0.214312544839025,0.259971160655662,0.20476447954446,0.216120193514498,0.185010951558243,0.234329772413982,0.252468078133744,0.244671932314894,0.248188317899162,0.230244052359185,0.252746069432921,0.260935294382385,0.318112656572134,0.26611133837155,0.282623000901851,0.288641373044235,0.23489451954999,0.284218675785859,0.365420557393557,0.325234557495839,0.279147894906862,0.284129783768726,0.328533710169661,0.304575392846259,0.28838075864029,0.252851477008496,0.266489726544148,0.280598255030848,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,0.19637207428577,0.173061249928702,0.183838581127147,0.180697345721975,0.16957579579167,0.166057609730039,0.186050124174252,0.24018342820283,0.239250582793246,0.269952941761242,0.301999456736765,0.289190763707836,0.325231935316481,0.320952127457553,0.3201363704732,0.320103666672614,0.331209610791604,0.312041615509852,0.350445284675469,0.31964817851336,0.355283212702527,0.351500140852513,0.421669977772063,0.408670213068041,0.412589314490764,0.412106926775356,0.424933165488596,0.41381357843855,,,
